toi,toipfx,pl_pnum,ra,dec,st_pmra,st_pmraerr1,st_pmdec,pl_orbper,pl_orbpererr1,pl_trandurh,pl_trandurherr1,pl_trandep,pl_trandeperr1,pl_rade,pl_radeerr1,pl_insol,pl_eqt,st_tmag,st_tmagerr1,st_dist,st_disterr1,st_teff,st_tefferr1,st_tefferr2,st_logg,st_loggerr1,st_rad,st_raderr1,st_logg_missing,st_teff_missing,tfopwg_disp_CP,tfopwg_disp_FA,tfopwg_disp_FP,tfopwg_disp_KP,tfopwg_disp_PC,rastr_01h34m22.42s,rastr_03h41m50.17s,rastr_10h06m26.93s,decstr_-30d27m14.82s
2513.01,2513,1,94.027709,-21.279477,6.586,0.03,-49.797,2.5577037,2.34e-05,2.577,0.697,530.0,1.88741,3.9587,0.317686,1478.98,1727.0,10.0509,0.006,258.693,2.4955,6039.0,121.9,-121.9,4.03,0.08,1.7,0.08,0,0,False,False,False,False,True,False,False,False,False
2514.01,2514,1,86.719534,-17.029089,46.751,0.045,-26.129,6.3951381,0.0001339,4.047,0.782,510.0,1.82401,2.10043,0.179951,323.891,1181.0,10.667,0.006,173.764,0.913,5563.0,123.6,-123.6,4.45,0.08,0.98,0.05,0,0,False,False,False,False,True,False,False,False,False
2515.01,2515,1,89.293899,-18.672245,5.761,0.036,8.956,5.9016526,0.0007076,2.417,0.21,2450.0,273.209,13.6737,3.22538,826.195,1493.0,10.1083,0.007,281.448,2.0195,6127.0,119.4,-119.4,4.02,0.08,1.74,0.08,0,0,False,False,False,False,True,False,False,False,False
2516.01,2516,1,109.0444,-17.453065,-0.4,1.9,0.9,5.4927168,3.19e-05,7.906,0.421,5290.0,0.558867,18.5905,0.7174066,14464.4,1183.0137325,9.9552,0.006,545.079,4.31375,9623.0,365.4,-365.4,4.08,1.24,2.37,0.06,0,0,False,False,False,False,False,False,False,False,False
2517.01,2517,1,99.172585,-23.309761,0.707,0.028,7.569,2.6788253,2.83e-05,2.49,0.375,350.0,0.7882,5.07891,0.303041,1476.0,1726.0,10.0386,0.007,403.768,4.815,6863.0,123.1,-123.1,3.93,0.09,2.19,0.09,0,0,False,False,True,False,False,False,False,False,False
2518.01,2518,1,105.44485,-34.919687,-2.978,0.041,8.491,6.8979432,5.45e-05,3.401,0.49,550.0,38.4444,2.18563,0.147571,239.133,1095.0,10.2282,0.006,160.825,0.7245,6016.0,139.7,-139.7,4.49,0.08,0.99,0.05,0,0,False,False,False,False,True,False,False,False,False
2519.01,2519,1,97.891717,-23.951598,1.155,0.03,-6.468,6.9551801,5.29e-05,2.062,0.347,770.0,2.23469,2.29124,0.200791,38.0097,691.0,10.2807,0.006,81.856,0.1858,4742.0,122.2,-122.2,4.57,0.1,0.75,0.05,0,0,False,False,False,False,True,False,False,False,False
252.01,252,1,57.553653,-63.053919,-7.2,6.1,-27.8,1.0021853,5.3e-06,0.5001924,0.0429446,2319.997232,133.08377,5.0155627,0.2960881,1409.402083,1562.710308,11.7497,0.006,190.596,4.31375,5071.0,181.0,-181.0,4.48308,2.00352,0.874822,0.06,0,0,False,False,False,False,False,False,False,False,False
2520.01,2520,1,106.841463,-11.436773,-72.635,0.075,29.689,2.0944084,5.79e-05,4.133,1.131,320.0,1.49397,1.39836,0.128552,3407.6,2128.0,9.859901,0.006,87.4053,0.37885,5298.0,122.6,-122.6,4.62,0.08,0.77,0.04,0,0,False,False,False,False,True,False,False,False,False
2521.01,2521,1,93.529144,-8.062309,-7.737,0.075,-0.317,5.563087,1.34e-05,4.533,0.207,2520.0,0.350593,9.04133,0.478522,494.188,1313.0,10.8218,0.007,341.347,4.925,5491.4,104.0,-104.0,3.85,0.43,1.72,0.09,0,0,False,False,False,False,False,False,False,False,False
2522.01,2522,1,107.118513,-12.147866,-4.08,0.079,-13.686,2.0988541,0.0002283,4.365,0.218,350.0,0.628904,1.66554,0.124017,2840.05,2033.0,9.1239,0.006,84.5017,0.40195,5531.0,130.8,-130.8,4.45,0.08,0.97,0.05,0,0,False,False,False,False,True,False,False,False,False
2523.01,2523,1,95.809871,-11.348617,4.887,0.058,-39.904,4.6410823,3.67e-05,2.849,0.453,660.0,1.66538,2.86438,0.211594,344.881,1200.0,10.1424,0.006,166.257,1.03,5809.0,266.2,-266.2,4.36,0.09,1.12,0.05,0,0,False,False,False,False,True,False,False,False,False
2524.01,2524,1,160.886843,-1.912698,9.97,0.073,4.849,7.1858029,1.22e-05,4.2542613,0.075425,11192.49952,150.5162,13.1612,0.731181,210.609,1061.0,12.1772,0.007,438.842,8.0285,5758.3,135.6,-135.6,4.3,0.08,1.19,0.06,0,0,True,False,False,False,False,False,False,False,False
2525.01,2525,1,86.850974,-60.521308,21.759,0.026,23.299,23.3418536,0.0008837,6.4129373,0.4666608,6473.602151,481.2927,9.7267129,7.509336,16.3642505,512.9721403,13.4006,0.006,395.398,2.241,4944.0,122.0,-122.0,4.51,-999.0,0.824284,0.06,0,0,True,False,False,False,False,False,False,False,False
2525.02,2525,2,86.850974,-60.521308,21.759,0.026,23.299,49.2445599,0.0001809,6.5807145,0.2012232,15606.46149,429.70343,10.3670919,0.3454167,6.0478205,399.9626824,13.4006,0.006,395.398,2.241,4944.0,122.0,-122.0,4.51,-999.0,0.824284,0.06,0,0,True,False,False,False,False,False,False,False,False
2526.01,2526,1,270.134849,-65.613808,-0.485,0.03,8.971,8.011385,1.45e-05,5.197,0.376,7890.0,1.0499,11.7844,0.624913,429.98,1268.0,11.0586,0.006,302.145,2.481,5923.0,139.1,-139.1,4.25,0.08,1.29,0.07,0,0,False,False,False,False,True,False,False,False,False
2527.01,2527,1,136.653301,-50.48045,-13.033,0.248,7.838,2.3018922,1.1e-05,3.706,0.309,1260.0,0.699752,12.146,1.39235,4411.81,2270.0,11.1673,0.032,743.085,85.498,6919.0,258.9,-258.9,3.54,0.11,3.45,0.39,0,0,False,False,False,False,True,False,False,False,False
2528.01,2528,1,188.834597,-18.029479,-28.216,0.047,-2.793,11.7248927,8.91e-05,5.928,0.343,8540.0,6.89984,8.72604,0.48473,206.968,1056.0,12.9363,0.008,513.431,6.8555,5980.0,122.2,-122.2,4.56,0.08,0.91,0.04,0,0,False,False,False,False,True,False,False,False,False
2529.01,2529,1,118.994535,-52.354833,14.909,0.101,17.856,4.09008295,2.44e-05,8.943,1.149,4240.0,6.07582,10.9718,0.727769,70.9731,808.0,10.6693,0.006,296.271,4.2295,5822.0,134.6,-134.6,3.97,0.08,1.75,0.09,0,0,True,False,False,False,False,False,False,False,False
253.01,253,1,14.318503,-51.585251,102.655,0.049,-141.13,3.5104148,1.35e-05,2.0,0.3764474,308.8285985,35.15131,1.328654,0.3216713,64.709886,723.3731892,9.3626,0.006,30.8431,0.0281,4020.0,170.0,-170.0,4.438,-999.0,0.639371,0.0657085,0,0,False,False,False,False,True,False,False,False,False
2530.01,2530,1,16.772687,-68.368103,-19.307,0.027,-11.861,4.09008295,2.44e-05,4.646,0.54,21624.0,20.3376,11.1787,0.969162,4.48015,405.0,12.7296,0.006,216.581,0.639,4490.0,124.7,-124.7,4.55,0.1,0.74,0.06,0,0,False,False,False,False,True,False,False,False,False
2531.01,2531,1,52.531218,-60.875623,-11.274,0.03,-0.803,8.1484094,9.1e-06,3.168587,0.1065808,13497.60712,265.38266,10.1405034,0.6766869,91.987019,789.8623006,12.4329,0.006,314.693,1.633,5320.0,130.4,-130.4,4.52,0.09,0.873132,0.048402,0,0,False,False,False,False,True,False,False,False,False
2532.01,2532,1,201.167653,-19.89616,-41.186,0.047,14.5,16.7224532,6.43e-05,4.223,0.548,11640.0,9.39255,9.46753,0.580453,44.9403,721.0,12.646,0.007,363.49,3.981,5560.0,130.9,-130.9,4.54,0.08,0.88,0.05,0,0,False,False,False,False,True,False,False,False,False
2533.01,2533,1,212.638797,26.42343,-14.0,0.048,19.171,6.6857865,1.81e-05,2.896,0.157,6690.0,2.36039,9.65352,0.454536,171.835,1008.0,11.6417,0.007,368.409,4.501,6144.3,105.0,-105.0,4.4,0.08,1.13,0.05,0,0,False,False,False,False,True,False,False,False,False
2534.01,2534,1,338.644613,-57.570425,3.2,0.106,0.545,4.09008295,2.44e-05,8.475,0.366,5180.0,1.29124,12.0956,0.780295,174.059,1011.0,10.8209,0.006,392.929,15.289,6421.5,132.5,-132.5,4.12,0.09,1.64,0.1,0,0,False,False,False,False,True,False,False,False,False
2535.01,2535,1,185.529463,-24.943187,-68.98,0.041,-30.075,16.4452725,0.0022944,3.038,0.301,11810.0,9.28013,9.85518,0.65016,17.053,566.0,12.7024,0.008,343.587,3.6235,5278.0,128.2,-128.2,4.51,0.08,0.88,0.05,0,0,False,False,False,False,True,False,False,False,False
2536.01,2536,1,90.963936,-39.546448,4.166,1.172,3.286,31.9919595,0.0043957,8.8239957,0.2397643,13054.05472,334.60748,10.5468,0.7174066,25.6823585,574.154107,12.7022,0.006,631.951,4.31375,5780.0,-999.0,-999.0,4.438,-999.0,1.23434,0.06,0,0,False,False,False,False,True,False,False,False,False
2537.01,2537,1,54.388266,10.057746,31.443,0.1,-36.169,94.0997954,8.92e-05,4.8738442,0.0989404,20525.12011,277.70737,14.5890881,2.0986593,7.444474,421.2871907,12.0294,0.006,184.986,1.88,4696.7,90.2,-90.2,4.54,0.12,1.0143,0.144372,0,0,True,False,False,False,False,False,False,False,False
2538.01,2538,1,95.226318,-7.29894,0.504,0.119,-3.933,2.9103781,2.86e-05,3.606,0.426,1480.0,2.25475,12.2597,1.0447,4501.88,2282.0,10.597,0.01,906.746,59.3765,7340.8,146.1,-146.1,4.09,1.38,3.5,0.25,0,0,False,False,False,False,True,False,False,False,False
2539.01,2539,1,93.038442,-30.787931,1.634,0.036,-12.717,0.985586,0.000127,1.5285482,0.390312,1343.338776,98.46513,5.2012051,2.97028,4763.421579,2118.846545,11.5606,0.006,386.525,3.6245,5799.4,423.3,-423.3,4.11,0.41,1.38013,0.0655829,0,0,False,False,False,False,True,False,False,False,False
254.01,254,1,351.705383,-11.725573,-27.594,2.012,-46.011,20.186539,0.003807,1.866565,0.909295,1006.041833,143.67206,3.283981,4.520391,55.7433174,696.8959687,9.8343,0.006,133.3143,4.31375,6101.0,193.0,-193.0,4.48196,0.402847,1.01859,0.192495,0,0,False,True,False,False,False,False,False,False,False
2540.01,2540,1,82.558548,-42.697946,33.698,0.048,-143.698,12.7187255,4.08e-05,3.1582562,0.1309822,1144.178907,87.33975,2.5924633,0.2972776,12.2599233,477.2453303,8.2731,0.006,19.1419,0.0111,4036.3,69.7,-69.7,4.65,0.07,0.661076,0.0674925,0,0,False,False,False,False,True,False,False,False,False
2540.02,2540,2,82.558548,-42.697946,33.698,0.048,-143.698,22.0819969,8.18e-05,3.073,0.771,1019.0,1.23485,2.28729,0.247107,5.94816,435.0,8.2731,0.006,19.1419,0.0111,4036.3,69.7,-69.7,4.65,0.07,0.66,0.07,0,0,False,False,False,False,False,False,False,False,False
2541.01,2541,1,80.508824,-25.722355,-4.885,0.04,-3.335,1.4118418,5.5e-06,2.702,0.3,520.0,0.420632,8.14924,0.370596,11077.2,2858.0,9.9048,0.008,737.809,16.163,7839.6,143.1,-143.1,4.13,1.55,3.52,0.12,0,0,False,False,False,False,True,False,False,False,False
2542.01,2542,1,120.556913,-23.523374,-0.407,2.035,3.165,4.1133928,0.0020746,2.7670768,0.4720794,24315.26529,3097.0637,10.5468,0.7174066,395.7513853,1137.562745,14.9801,0.006,4625.12,4.31375,5780.0,-999.0,-999.0,4.438,-999.0,1.23434,0.06,0,0,False,False,False,False,True,False,False,False,False
2543.01,2543,1,136.596917,3.56767,-7.573,0.316,-5.71,7.5427509,2.06e-05,6.4481914,0.1507502,3098.306666,61.250607,10.8099759,1.0319434,741.7962608,1331.039395,10.8165,0.006,426.798,33.976,6349.8,40.8,-40.8,4.11,0.02,1.86619,0.170126,0,0,True,False,False,False,False,False,False,False,False
2544.01,2544,1,120.153396,-54.509002,8.817,0.046,-11.343,21.0689935,7.7e-05,3.7404027,0.1757436,3392.770075,210.97647,15.3646915,4.264033,194.5380096,952.5129011,10.7607,0.006,377.872,3.384,5441.0,68.3,-68.3,4.41,2.0,1.98859,0.0915978,0,0,False,False,True,False,False,False,False,False,False
2545.01,2545,1,135.545803,-3.420819,-14.639,0.069,-11.597,7.9940367,5.26e-05,4.271047,0.7690108,404.6194381,39.247066,2.5576021,2.075654,258.8217348,1022.986578,8.90594,0.006,107.118,0.472,5846.29,115.111,-115.111,4.26525,0.0717198,1.25324,0.0554799,0,0,True,False,False,False,False,False,False,False,False
2546.01,2546,1,120.969221,11.135462,0.047,0.068,0.777,2.1811989,5.4e-06,0.428,0.166,2300.0,2027.5,18.7156,7.29541,149.461,974.0,11.8215,0.007,515.356,9.759,6125.96,133.255,-133.255,4.17403,0.087276,1.46,0.08,0,0,False,False,False,False,False,False,False,False,False
2547.01,2547,1,133.324298,8.523017,2.76,0.061,3.252,2.3114203,6e-07,2.7479753,0.0141711,14975.19867,49.8707,13.1879107,0.5822473,957.0053443,1418.56206,11.302,0.006,273.703,2.7065,5785.79,104.216,-104.216,4.39543,0.0718388,1.07008,0.0469548,0,0,False,False,False,True,False,False,False,False,False
2548.01,2548,1,131.106996,1.859893,-23.48,0.073,-31.653,8.5234958,3e-06,2.444,0.031,18942.0,199.239,12.0756,0.595988,34.6952,676.0,10.0471,0.006,100.588,0.4865,5238.0,104.524,-104.524,4.54438,0.0758968,0.84,0.04,0,0,False,False,False,True,False,False,False,False,False
2548.02,2548,2,131.106996,1.859893,-23.48,0.073,-31.653,1.4468993,5.8e-06,0.779,0.301,549.0,1853.43,4.98711,1.59253,1452.18,1719.0,10.0471,0.006,100.588,0.4865,5238.0,104.524,-104.524,4.54438,0.0758968,0.84,0.04,0,0,True,False,False,False,False,False,False,False,False
2549.01,2549,1,121.98269,-44.666911,0.0,1.8,3.6,4.8580501,5.4e-06,5.7405699,0.0538027,11067.0819,146.30118,10.5468,0.7174066,1349.901787,1545.949463,11.732,0.007,970.123,4.31375,8303.0,-999.0,-999.0,4.438,-999.0,1.23434,0.06,0,0,False,False,False,False,True,False,False,False,False
255.01,255,1,346.075086,-21.272017,-1.425,0.048,-20.118,2.8126485,6.9e-06,2.8737522,0.1153186,13994.06254,422.5832,12.0658006,0.4648629,614.5934084,1269.891815,13.7426,0.007,745.116,17.117,5700.0,-999.0,-999.0,4.39704,-999.0,1.00957,0.06,0,0,False,False,False,True,False,False,False,False,False
2550.01,2550,1,122.228117,12.207623,-14.725,0.1,-15.12,9.0702531,2.44e-05,1.9063647,0.2530814,3806.195338,157.00706,5.7395383,1.2825527,110.6280815,827.1534677,10.7757,0.006,182.937,2.193,5509.1,115.8,-115.8,4.52,0.01,0.916742,0.041809,0,0,False,False,True,False,False,False,False,False,False
2551.01,2551,1,112.515604,-11.79048,-4.126,0.055,0.631,5.436841,4.54e-05,2.335,0.386,2660.0,7.75501,7.79881,0.551239,560.394,1355.0,11.7664,0.009,730.421,19.679,7980.0,137.391,-137.391,4.37685,0.079109,1.49,0.06,0,0,False,False,False,False,True,False,False,False,False
2552.01,2552,1,115.918702,-10.257081,-36.087,0.092,14.154,2.3701119,1.45e-05,1.8215643,0.5498443,2049.026346,190.62766,3.0793796,2.734467,122.1390568,847.8780456,11.8762,0.006,102.256,0.556,4007.0,121.939,-121.939,4.56359,0.11371,0.684741,0.0659925,0,0,False,False,False,False,True,False,False,False,False
2553.01,2553,1,121.852319,-49.602939,-18.072,0.045,19.869,8.3848067,1.11e-05,4.5181283,0.0555739,11925.64176,151.88492,11.5945537,0.5370815,181.6699451,936.3549718,11.8225,0.006,339.025,2.757,5757.5,146.0,-146.0,4.29,2.0,1.02264,0.0460553,0,0,False,False,False,False,True,False,False,False,False
2554.01,2554,1,126.755088,-20.680147,-9.824,0.078,0.671,6.2636501,0.0010456,5.3639991,0.1013851,7043.278481,411.5855,17.7665063,1.0933677,1453.009343,1574.660202,10.5484,0.008,483.922,15.042,6969.2,111.6,-111.6,4.17,1.75,2.04438,0.106935,0,0,False,False,True,False,False,False,False,False,False
2555.01,2555,1,123.488475,-24.7173,-7.318,0.039,4.013,16.0475029,3.72e-05,3.334,0.209,13630.0,5.81755,19.3344,0.96526,46.0707,725.0,11.1169,0.008,441.932,5.5075,6337.5,141.8,-141.8,4.33,-999.0,1.6,0.07,1,0,False,False,True,False,False,False,False,False,False
2556.01,2556,1,128.702871,8.569483,-9.622,0.079,-14.985,8.0149323,3.63e-05,4.6198374,0.0740526,4426.468912,75.73721,9.5021286,0.5284063,320.0737304,1078.778438,10.7003,0.006,277.281,3.601,5886.2,140.7,-140.7,4.25,0.03,1.3302799,0.0712361,0,0,False,False,False,False,False,False,False,False,False
2557.01,2557,1,119.245948,-49.473563,-5.232,0.058,0.943,9.8302309,3.42e-05,4.0164674,0.150486,5116.722044,226.40634,27.5606205,7.7528214,1527.887321,1594.5663,11.2047,0.006,797.474,18.594,6683.6,129.7,-129.7,4.33,-999.0,2.86532,0.150535,1,0,False,False,False,False,True,False,False,False,False
2558.01,2558,1,128.24579,-25.256245,-7.534,1.171,9.135,17.7859152,6.25e-05,4.2520718,0.1601897,6535.866428,194.81377,12.0078948,0.3323396,99.4145767,805.3455558,11.6919,0.006,400.905,4.31375,5834.0,249.9,-249.9,4.25,2.01,1.38395,0.06,0,0,False,False,False,False,True,False,False,False,False
2559.01,2559,1,312.011689,-35.842605,-4.465,0.044,-8.988,4.2002507,7.7e-06,2.627,0.149,25670.0,13.2976,14.9915,0.7174066,236.94,1093.0,13.1141,0.006,502.887,8.0935,5709.9,94.7,-94.7,4.53,-999.0,0.91,0.06,0,0,False,False,False,False,True,False,False,False,False
256.01,256,1,11.248632,-15.274109,317.585,0.121,-596.617,24.7373412,0.0001405,2.069051,0.1274288,6560.492087,296.41574,1.8439453,0.114573,0.1439176,157.0898896,11.2991,0.007,14.9861,0.01525,3131.0,-999.0,-999.0,5.05701,-999.0,0.215535,0.0065582,0,0,False,False,False,True,False,False,False,False,False
256.02,256,2,11.248632,-15.274109,317.585,0.121,-596.617,3.7779418,8.5e-06,1.4759325,0.0951538,3469.450739,430.44,1.5659937,0.207439,5.7174182,394.3844097,11.2991,0.007,14.9861,0.01525,3131.0,-999.0,-999.0,5.05701,-999.0,0.215535,0.0065582,0,0,False,False,False,True,False,False,False,False,False
2560.01,2560,1,332.759205,-27.295719,-7.149,0.063,-36.077,3.5511203,0.0006419,2.634,0.199,19660.0,16.8448,13.8379,0.7174066,258.816,1117.0,13.5328,0.007,594.274,10.019,5321.0,122.0,-122.0,4.42,-999.0,0.98,0.06,0,0,False,False,False,False,True,False,False,False,False
2561.01,2561,1,318.600471,66.404803,-3.127,0.053,-7.848,2.7754004,2.9e-06,3.142,0.122,8510.0,203.366,15.2778,0.829311,966.571,1553.0,12.1504,0.021,581.074,7.666,5905.0,181.5,-181.5,4.05,0.08,1.62,0.09,0,0,False,False,False,False,True,False,False,False,False
2562.01,2562,1,292.018975,77.378608,1.183,0.027,-8.032,4.0483695,2.9e-06,2.896,0.08,12060.0,1.29187,13.766,0.663576,413.846,1256.0,12.5945,0.009,587.158,6.7255,6054.0,133.7,-133.7,4.3,0.08,1.24,0.06,0,0,False,False,False,False,True,False,False,False,False
2563.01,2563,1,310.743276,70.275792,-7.949,0.025,-3.598,5.0182311,8.6e-06,2.301,0.118,16210.0,6.87516,13.248,0.7174066,112.463,907.0,13.3848,0.01,501.58,3.3025,5487.0,122.0,-122.0,4.41,-999.0,1.02,0.06,0,0,False,False,False,False,True,False,False,False,False
2564.01,2564,1,123.272901,9.447684,4.662,0.057,-19.348,3.7257237,8.7e-06,2.38162,0.0646486,8787.479554,155.82101,11.5792771,0.6387604,553.4075728,1237.032256,12.4683,0.006,486.785,7.7875,5698.0,117.7,-117.7,4.33,0.07,1.1429501,0.0586935,0,0,False,False,False,False,True,False,False,False,False
2565.01,2565,1,117.047514,2.123685,-11.572,0.063,11.719,3.9704457,0.0010998,3.7793044,0.3149477,3689.478136,239.78801,11.7222736,1.6124917,1506.436563,1588.939866,12.3642,0.006,801.435,24.0715,5840.0,123.0,-123.0,3.9,0.08,1.89732,0.108567,0,0,False,False,False,False,True,False,False,False,False
2566.01,2566,1,195.312675,58.419067,-64.59,0.03,-15.411,4.2102425,8.9e-06,2.9567547,0.1073647,9271.062812,267.3332,8.4263554,0.270197,155.5183712,900.6689155,13.0599,0.006,343.975,2.231,4927.6,108.4,-108.4,4.52,-999.0,0.816613,0.06,0,0,False,False,False,False,True,False,False,False,False
2567.01,2567,1,288.465668,66.347938,-17.074,0.042,9.036,5.9839451,8.2e-06,5.3886513,0.0698824,3826.43755,43.206295,10.7016592,0.6056152,632.2914999,1278.936805,11.7489,0.008,504.775,5.167,5609.0,130.3,-130.3,3.96,0.08,1.71761,0.0898895,0,0,True,False,False,False,False,False,False,False,False
2568.01,2568,1,115.680423,1.361299,-5.994,0.062,-0.456,3.4843271,6.2e-06,3.522,0.145,10320.0,2.33956,15.9782,0.771312,1741.71,1799.0,12.104,0.018,751.206,21.131,7250.0,169.5,-169.5,4.26,0.09,1.57,0.07,0,0,False,False,False,False,True,False,False,False,False
2569.01,2569,1,67.278845,-1.909532,-5.849,0.065,-13.495,13.1147744,0.0001045,4.318,1.088,3890.0,11.7603,9.79059,0.763535,95.9399,871.0,11.1769,0.007,317.912,4.5105,5496.1,115.0,-115.0,4.04,0.08,1.54,0.08,0,0,False,False,False,False,True,False,False,False,False
257.01,257,1,47.517261,-50.832263,97.912,0.052,27.911,18.3877081,2.93e-05,6.405153,0.0770067,1191.028319,25.177616,6.3790962,0.2959154,211.2844875,972.3814218,7.0286,0.006,76.9028,0.1948,6382.7,111.3,-111.3,4.05,0.08,1.76557,0.072387,0,0,True,False,False,False,False,False,False,False,False
2570.01,2570,1,87.18804,32.084043,-6.393,0.073,-15.861,2.9887654,1.5e-06,2.9847247,0.0286901,15493.94904,99.22328,14.0699828,0.7781713,690.1555373,1307.243508,11.9775,0.006,361.857,6.2435,5639.0,144.5,-144.5,4.34,0.08,1.12141,0.061206,0,0,True,False,False,False,False,False,False,False,False
2571.01,2571,1,333.592905,32.490119,-3.042,2.057,-14.941,6.0027375,0.0002206,4.164,0.644,6100.0,4.3767,8.72806,0.7174066,475.015,1183.0137325,10.5284,0.006,184.514,4.31375,5633.0,-999.0,-999.0,4.33,-999.0,1.08,0.06,1,0,False,False,True,False,False,False,False,False,False
2572.01,2572,1,114.263688,6.716773,-2.332,0.05,-8.694,3.5985851,2.06e-05,4.015,0.336,6710.0,5.61901,11.8109,0.7174066,1318.02,1678.0,13.258,0.007,1038.2,29.295,6303.0,122.0,-122.0,4.21,-999.0,1.45,0.06,0,0,False,False,False,False,True,False,False,False,False
2573.01,2573,1,336.709476,-39.789358,34.977,0.04,-17.329,4.5815438,8.8e-06,3.367,0.133,19550.0,6.102,15.1889,0.7174066,290.593,1150.0,13.1657,0.006,593.937,11.6925,5525.0,122.0,-122.0,4.37,-999.0,1.07,0.06,0,0,False,False,False,False,True,False,False,False,False
2574.01,2574,1,232.809527,79.267227,-0.462,0.027,5.111,4.4817684,2.5e-06,2.186,0.066,21180.0,1.00645,19.0204,0.867642,277.661,1137.0,12.881,0.007,834.038,9.0895,6734.0,131.5,-131.5,4.41,0.09,1.25,0.06,0,0,False,False,False,False,True,False,False,False,False
2575.01,2575,1,153.799642,72.010236,-7.703,0.083,-3.636,3.1711207,1.05e-05,3.6276575,0.0917394,8504.680587,181.49634,13.924729,0.3152978,1369.151361,1551.431536,13.152,0.007,928.149,45.8565,6140.0,122.0,-122.0,4.18,-999.0,1.45618,0.06,0,0,False,False,False,False,True,False,False,False,False
2576.01,2576,1,83.653961,30.406374,4.948,0.071,-17.424,3.8229149,7.3e-06,3.171,0.117,11780.0,1.90456,13.5313,1.24899,598.34,1377.0,12.2323,0.006,430.46,7.3515,6166.4,145.1,-145.1,4.34,0.11,1.21,0.11,0,0,False,False,False,False,True,False,False,False,False
2577.01,2577,1,112.022979,-34.343112,-5.26,0.037,0.347,3.7494409,1.04e-05,2.452,0.295,4860.0,5.1954,13.2544,0.648718,1186.51,1635.0,11.5955,0.006,786.59,15.959,7899.0,143.5,-143.5,4.16,0.08,1.89,0.06,0,0,False,False,False,False,True,False,False,False,False
2578.01,2578,1,68.052102,52.252655,4.401,0.064,-33.767,3.4580018,0.0001485,2.6231719,0.0304778,10218.25584,154.09003,14.7324849,0.8543144,1028.485592,1444.339547,10.5863,0.006,285.53,3.476,6427.8,105.1,-105.1,4.35,0.09,1.2663,0.0721458,0,0,False,False,False,False,True,False,False,False,False
2579.01,2579,1,157.412341,70.527083,-46.527,0.05,-9.597,3.7146478,1.5e-06,3.835,0.024,12620.0,0.126216,15.2308,0.759299,698.148,1432.0,10.9101,0.007,281.498,2.5655,5783.0,125.2,-125.2,4.21,0.07,1.32,0.07,0,0,False,False,False,True,False,False,False,False,False
258.01,258,1,85.467425,-56.740455,-7.586,0.055,19.147,3.1901569,2.6e-06,1.8262867,0.0437988,3648.244246,126.462425,15.146461,1.6026084,2876.295127,1867.79028,11.0932,0.006,530.555,6.4035,6474.57,100.19,-100.19,4.26363,0.184454,1.98958,0.101487,0,0,False,False,True,False,False,False,False,False,False
2580.01,2580,1,62.199207,67.116526,10.767,0.032,-5.174,3.397862,0.0001937,4.502,0.126,9960.0,0.92863,18.3834,0.865094,2031.47,1870.0,10.8064,0.006,379.253,4.518,6590.0,230.5,-230.5,4.05,0.1,1.83,0.08,0,0,True,False,False,False,False,False,False,False,False
2581.01,2581,1,65.854872,-10.471779,17.538,0.033,0.857,3.5838508,6.4e-06,3.085,0.207,12480.0,3.43857,12.4141,0.705201,409.771,1253.0,12.9754,0.007,515.179,6.476,5450.0,122.5,-122.5,4.35,0.08,1.08,0.06,0,0,False,False,False,False,True,False,False,False,False
2582.01,2582,1,277.291791,48.059938,10.728,2.091,-5.479,3.0183134,3.7e-06,2.78,0.058,8960.0,0.799979,9.10865,0.7174066,388.439,1183.0137325,12.4848,0.006,348.135,4.31375,5238.0,-999.0,-999.0,4.33,-999.0,0.93,0.06,1,0,False,False,False,False,True,False,False,False,False
2583.01,2583,1,272.267029,45.3369,7.682,0.035,5.014,4.52074,8.8e-06,4.175,0.137,8520.0,1.18985,13.7321,0.68157,713.859,1440.0,12.0453,0.007,566.189,6.399,6050.0,127.6,-127.6,4.14,0.08,1.49,0.07,0,0,True,False,False,False,False,False,False,False,False
2584.01,2584,1,125.108796,7.588913,-4.18,0.05,0.561,4.6965638,1.23e-05,3.056,0.172,12380.0,5.09598,16.2589,0.838734,459.903,1290.0,12.731,0.008,840.101,21.781,6502.7,102.7,-102.7,4.25,0.08,1.43,0.07,0,0,False,False,False,False,True,False,False,False,False
2585.01,2585,1,132.541715,-2.979643,-70.165,0.07,-85.301,4.0266483,1.76e-05,2.312,0.487,754.0,42.6743,1.90189,0.122182,213.735,1065.0,9.8961,0.006,89.409,0.3272,5276.5,105.2,-105.2,4.6,0.07,0.78,0.04,0,0,False,False,True,False,False,False,False,False,False
2586.01,2586,1,125.421468,6.334945,-5.272,0.117,-0.82,9.5835608,8.87e-05,2.405,0.498,1150.0,620.049,12.6233,5.27326,372.192,1223.0,10.505,0.007,336.733,7.0565,5781.0,127.7,-127.7,3.89,0.08,1.91,0.1,0,0,False,False,False,False,True,False,False,False,False
2587.01,2587,1,115.93171,-1.073333,22.011,0.076,-25.335,5.4566563,1.66e-05,3.783,0.263,4160.0,1.24686,10.9408,0.652522,381.078,1230.0,10.9657,0.006,373.675,5.8625,5674.8,171.9,-171.9,4.04,0.01,1.72,0.1,0,0,True,False,False,False,False,False,False,False,False
