toi,toipfx,pl_pnum,ra,dec,st_pmra,st_pmraerr1,st_pmdec,pl_orbper,pl_orbpererr1,pl_trandurh,pl_trandurherr1,pl_trandep,pl_trandeperr1,pl_rade,pl_radeerr1,pl_insol,pl_eqt,st_tmag,st_tmagerr1,st_dist,st_disterr1,st_teff,st_tefferr1,st_tefferr2,st_logg,st_loggerr1,st_rad,st_raderr1,st_logg_missing,st_teff_missing,tfopwg_disp_CP,tfopwg_disp_FA,tfopwg_disp_FP,tfopwg_disp_KP,tfopwg_disp_PC,rastr_01h34m22.42s,rastr_03h41m50.17s,rastr_10h06m26.93s,decstr_-30d27m14.82s
4213.01,4213,1,117.475892,-10.381904,-4.925,0.042,1.018,1.0435229,2.6e-06,1.476,0.165,4970.0,4.49265,9.09391,0.521429,2148.73,1896.0,12.6825,0.007,656.326,10.5245,6259.0,129.6,-129.6,4.34,0.09,1.23,0.06,0,0,False,False,True,False,False,False,False,False,False
4214.01,4214,1,110.24951,-13.926265,-0.331,0.073,-15.227,3.491383,5.4e-06,2.999,0.14,4650.0,0.493613,11.154,0.567462,555.531,1352.0,11.0071,0.006,346.881,5.017,5936.5,531.5,-531.5,4.28,0.43,1.59,0.08,0,0,False,False,False,False,True,False,False,False,False
4215.01,4215,1,113.836327,-11.001601,-0.429,0.033,3.603,1.0994412,5e-06,1.394,0.253,3860.0,11.8634,11.0223,0.7174066,2816.92,2029.0,13.0896,0.011,1183.53,29.39,6915.0,122.0,-122.0,4.19,-999.0,1.63,0.06,0,0,False,False,False,False,True,False,False,False,False
4216.01,4216,1,111.293211,-8.620052,-2.694,0.093,0.375,2.1816809,1.4e-05,3.83,0.474,1280.0,1.7059,10.5468,0.7174066,13037.6,2976.0,11.2486,0.011,1675.78,176.07,8582.7,1083.8,-1083.8,4.08,1.23,1.23434,0.06,0,0,False,False,True,False,False,False,False,False,False
4217.01,4217,1,112.729853,-28.684266,-6.705,0.031,3.376,1.1870337,0.0002351,2.7329029,0.2345905,8164.576255,610.63605,10.6747149,0.9626542,3443.560462,1953.762087,13.5295,0.01,927.754,19.568,6325.0,122.0,-122.0,4.41,-999.0,1.15885,0.06,0,0,False,False,True,False,False,False,False,False,False
4218.01,4218,1,118.791369,-22.611009,-4.648,0.027,0.138,2.6269521,0.0004542,3.503,0.152,12010.0,4.47312,17.6062,0.893172,2547.74,1979.0,12.7868,0.008,1016.95,21.812,6976.0,129.5,-129.5,4.22,0.09,1.58,0.07,0,0,False,False,False,False,True,False,False,False,False
4219.01,4219,1,113.982909,-30.748181,-9.684,0.111,7.815,1.1471548,0.0001725,1.403,0.171,2670.0,3.24018,3.90118,0.7174066,249.626,1107.0,16.0657,0.011,695.78,36.3075,3901.0,124.0,-124.0,4.47,-999.0,0.75,0.06,0,0,False,False,True,False,False,False,False,False,False
422.01,422,1,71.802796,-17.253367,-79.995,0.04,-68.198,0.6333372,1.8e-05,0.6217089,0.3414015,1063.780003,139.86835,4.4957089,6.578065,9433.551183,2513.555923,8.96,0.006,124.504,0.5945,5999.0,127.0,-127.0,4.22,0.08,1.34655,0.0635125,0,0,False,False,False,False,False,False,False,False,False
4220.01,4220,1,117.353395,-14.564683,-4.807,2.154,2.527,1.9138779,3.4e-06,2.352,0.118,18720.0,6.95089,10.5468,0.7174066,2433.26,1956.0,13.475,0.006,1289.89,4.31375,7246.0,253.3,-253.3,4.33,-999.0,1.23434,0.06,1,0,False,False,False,False,True,False,False,False,False
4221.01,4221,1,116.806624,-14.55819,-1.736,2.155,-1.268,2.8395663,9.3e-06,2.1,0.201,9860.0,8.65151,10.5468,0.7174066,412.404,1255.0,12.8542,0.006,746.058,4.31375,5858.0,612.9,-612.9,4.33,-999.0,1.23434,0.06,1,0,False,False,False,False,True,False,False,False,False
4222.01,4222,1,110.868087,3.134948,-3.72,0.058,-4.636,0.8335712,3.5e-06,1.509,0.194,3340.0,6.14771,12.5164,0.965677,3359.53,2120.0,12.9913,0.007,1246.21,49.09,6158.0,123.6,-123.6,3.87,0.09,2.09,0.13,0,0,False,False,True,False,False,False,False,False,False
4223.01,4223,1,104.807393,-37.45202,-6.148,0.022,7.725,7.2654708,1.45e-05,3.568,0.16,13930.0,2.90887,13.0064,0.644084,181.435,1022.0,12.8006,0.006,502.584,3.264,5944.0,134.0,-134.0,4.43,0.08,1.05,0.05,0,0,False,False,False,False,True,False,False,False,False
4224.01,4224,1,114.747907,-30.575281,-5.535,0.042,-4.433,1.161347,6.9e-06,2.471,0.557,4320.0,9.27084,10.7619,0.746989,6500.64,2501.0,12.2815,0.013,715.234,14.499,6289.0,144.4,-144.4,4.11,0.09,1.62,0.08,0,0,False,False,False,False,True,False,False,False,False
4225.01,4225,1,117.121112,-19.340207,-2.377,0.066,0.806,1.1355457,3.2e-06,2.63,0.345,393.5764226,25.5348159,21.5263238,8.2945138,47965.7,4122.0,9.7402,0.01,1658.75,153.26,10262.0,124.0,-124.0,4.33,-999.0,7.03693,0.06,1,0,False,False,True,False,False,False,False,False,False
4226.01,4226,1,116.964425,-25.567936,-8.7,2.3,2.3,2.9628955,9.6e-06,1.909,0.408,4610.0,6.41046,14.7038,0.7174066,1606.41,1183.0137325,11.5637,0.006,867.497,4.31375,7998.0,-999.0,-999.0,4.33,-999.0,2.04,0.06,1,0,False,False,False,False,True,False,False,False,False
4227.01,4227,1,107.709537,-20.055305,-0.938,0.044,-3.338,3.4169475,1.08e-05,2.454,0.323,6880.0,6.34149,13.7893,0.81458,705.607,1435.0,12.5536,0.015,857.708,21.99,6610.0,159.7,-159.7,4.16,0.09,1.63,0.08,0,0,False,False,False,False,True,False,False,False,False
4228.01,4228,1,114.566022,-23.804576,-3.453,0.048,6.656,6.0219203,0.0025413,6.6297461,0.372783,14130.54426,817.1921,19.1085522,1.0409632,631.2157212,1278.392462,13.5444,0.012,1114.01,49.245,5932.0,122.0,-122.0,4.07,-999.0,1.58618,0.06,0,0,False,False,False,False,True,False,False,False,False
4229.01,4229,1,110.294291,-9.500598,-1.076,0.043,1.827,1.1385671,0.0004625,1.897,0.332,6220.0,23.6598,16.0326,0.7174066,13181.3,2985.0,13.5964,0.017,2348.86,165.835,9024.0,123.0,-123.0,4.19,-999.0,2.0,0.06,0,0,False,False,True,False,False,False,False,False,False
423.01,423,1,76.081891,-6.22978,20.664,0.064,10.822,3.1615697,7e-07,3.1425792,0.011049,17482.23281,44.09823,14.8619546,0.7204642,758.1026175,1338.294671,10.4408,0.006,202.218,1.6835,6072.0,125.1,-125.1,4.41,0.08,1.0977401,0.0531332,0,0,False,False,False,True,False,False,False,False,False
4230.01,4230,1,117.673125,-26.52598,-1.574,0.051,-3.469,1.9401022,0.0005386,2.4525242,0.2711903,6596.371503,631.9659,10.5468,0.7174066,1077.928296,1461.393656,12.6356,0.006,365.00800000000004,4.31375,5436.9,303.5,-303.5,4.33,-999.0,1.23434,0.06,1,0,False,False,False,False,True,False,False,False,False
4231.01,4231,1,117.472121,-28.353484,-2.777,0.045,3.373,3.2970252,0.000991,2.279,0.286,6550.0,12.7057,13.4619,0.885817,2098.67,1885.0,12.3563,0.019,1175.96,40.215,8945.0,289.8,-289.8,4.35,0.08,1.67,0.07,0,0,False,False,False,False,True,False,False,False,False
4232.01,4232,1,115.809569,-26.239291,-17.136,0.028,8.553,1.2247985,0.0005312,1.645,0.33,7640.0,36.7347,8.32531,0.7174066,1294.24,1670.0,13.5184,0.006,591.382,7.0885,5699.0,122.0,-122.0,4.55,-999.0,0.89,0.06,0,0,False,False,True,False,False,False,False,False,False
4233.01,4233,1,113.266602,-30.104096,-5.172,0.026,9.271,1.820443,0.0009277,2.643,0.605,7330.0,36.7573,16.6319,0.7174066,2155.48,1898.0,13.5689,0.009,1469.53,37.92,6079.0,122.0,-122.0,3.92,-999.0,1.94,0.06,0,0,False,False,True,False,False,False,False,False,False
4234.01,4234,1,106.355066,-21.109526,-1.854,0.027,12.205,0.908232,0.0004065,2.28,0.348,5020.0,14.5452,8.54322,0.7174066,7791.46,2617.0,13.5392,0.009,1003.03,25.043,6481.0,122.0,-122.0,4.38,-999.0,1.23,0.06,0,0,False,False,False,False,True,False,False,False,False
4235.01,4235,1,106.633113,-38.054496,-1.926,0.026,4.019,1.6562803,3.6e-06,0.929,0.114,5610.0,8.04431,9.54495,0.7174066,291.778,1151.0,13.0556,0.006,706.679,7.333,6044.0,122.0,-122.0,4.29,-999.0,1.25,0.06,0,0,False,False,True,False,False,False,False,False,False
4236.01,4236,1,149.853813,-45.449353,-6.003,0.028,3.499,0.4021401,2.12e-05,1.1432107,0.1439474,3337.174696,276.33997,22.9091656,41.55986,17100.1,3185.0,12.7411,0.006,1171.09,22.815,6115.0,127.4,-127.4,3.72,0.08,2.44753,0.118634,0,0,False,False,False,False,True,False,False,False,False
4237.01,4237,1,134.756209,-42.186803,-12.528,3.008,6.762,3.0482015,1.26e-05,2.433,0.192,7620.0,7.21704,10.5468,0.7174066,464.675,1293.0,13.1731,0.006,616.409,4.31375,5774.7,393.5,-393.5,4.33,-999.0,1.23434,0.06,1,0,False,False,False,False,True,False,False,False,False
4238.01,4238,1,141.395946,-33.229454,-6.345,0.023,7.72,1.2732245,1.6e-06,1.634,0.149,23100.0,36.8219,13.8628,0.7174066,1086.11,1599.0,13.3502,0.006,395.573,3.3465,4973.0,122.0,-122.0,4.49,-999.0,0.85,0.06,0,0,False,False,False,False,True,False,False,False,False
4239.01,4239,1,148.56571,-25.093582,-6.626,0.055,2.254,2.8123314,0.000685,4.7153653,0.1798646,7201.83443,335.42914,16.8822046,1.0622879,3098.319466,1902.835734,12.7797,0.007,1126.25,36.25,6614.0,129.2,-129.2,4.05,0.09,1.84646,0.100824,0,0,False,False,False,False,True,False,False,False,False
424.01,424,1,71.921274,-17.745004,-13.762,0.036,19.567,1.9784257,1.1e-05,2.106,0.367,720.0,1.47316,2.02143,0.158549,600.02,1378.0,10.5094,0.006,103.69,0.3405,5059.0,122.9,-122.9,4.61,0.09,0.75,0.05,0,0,False,False,True,False,False,False,False,False,False
4240.01,4240,1,139.661657,-32.748719,-6.186,0.02,4.542,10.1238604,8.24e-05,2.239,0.54,7090.0,19.2212,15.7944,1.13933,79.2946,831.0,12.6943,0.006,949.356,16.8025,6531.0,129.1,-129.1,4.05,0.09,1.81,0.08,0,0,False,False,False,False,True,False,False,False,False
4241.01,4241,1,140.328336,-39.325017,-10.393,2.953,-10.951,3.1118943,0.0004132,2.761,0.201,16660.0,10.7686,14.3339,1.15499,406.945,1251.0,13.6438,0.006,598.001,4.31375,5412.6,222.9,-222.9,4.33,-999.0,1.08,0.08,1,0,False,False,False,False,True,False,False,False,False
4242.01,4242,1,113.17513,-51.998148,-0.183,0.122,14.838,3.0579913,4e-06,3.125607,0.0962254,7764.98257,164.4774,14.2454281,1.0655823,1601.654536,1613.473963,12.4688,0.006,656.6,29.118,5967.0,135.6,-135.6,4.07,0.09,1.59436,0.105422,0,0,False,False,False,False,True,False,False,False,False
4243.01,4243,1,134.371324,-52.039581,-0.7,0.05,-9.192,1.0886286,0.000135,2.4298631,0.755936,412.1764427,43.693493,8.7147619,11.431016,47343.51059,3762.139232,10.7492,0.007,650.191,11.178,6127.0,138.8,-138.8,3.25,0.08,4.2160501,0.20507,0,0,False,False,False,False,True,False,False,False,False
4244.01,4244,1,130.709387,-46.213327,0.05,0.051,0.887,1.8665254,6.2e-06,3.109,0.156,3606.0,1.46874,10.2057,0.662486,2933.46,2050.0,12.4027,0.014,767.846,20.635,6310.3,203.4,-203.4,4.33,-999.0,1.61,0.1,1,0,False,False,False,False,True,False,False,False,False
4245.01,4245,1,125.806237,-45.792458,-17.41,0.052,28.214,3.1527177,0.0001811,1.8963737,0.1148368,4102.696816,229.38643,5.7168495,0.4240785,316.3922274,1075.662928,11.7519,0.006,211.183,1.318,5093.0,121.3,-121.3,4.52,0.45,0.800841,0.0430553,0,0,False,False,False,False,True,False,False,False,False
4246.01,4246,1,111.111271,-51.697365,-3.617,0.032,-3.277,12.8860009,3.73e-05,5.137673,0.1717849,11434.95234,295.02332,12.0983571,0.6625294,122.295914,848.1501366,12.9,0.006,600.771,5.5095,6126.0,129.1,-129.1,4.41,0.08,1.11324,0.049598,0,0,False,False,False,False,True,False,False,False,False
4247.01,4247,1,123.912362,-50.620853,-46.762,0.036,19.713,4.3539599,0.0001106,3.4390219,0.050384,41586.48656,505.841,23.0280318,0.2291211,451.4099178,1175.607976,13.5597,0.006,631.768,7.3195,5883.0,122.0,-122.0,4.39,-999.0,1.09523,0.06,0,0,False,False,False,False,True,False,False,False,False
4248.01,4248,1,134.433236,-38.371148,-18.742,0.045,10.358,5.1442317,0.0005085,5.856,0.272,4310.0,1.60781,13.8382,0.706199,1708.0,1790.0,11.548,0.006,654.475,11.876,5936.0,70.8,-70.8,4.18,1.81,2.09,0.1,0,0,False,False,False,False,True,False,False,False,False
4249.01,4249,1,119.480728,-52.651034,-4.533,2.951,8.446,6.772626,0.0007917,4.592009,0.3671778,8606.462359,643.37177,19.1292,4.51001,203.5541234,963.362475,13.551,0.006,365.00800000000004,4.31375,4360.5,271.1,-271.1,4.33,-999.0,2.12,0.25,1,0,False,False,False,False,True,False,False,False,False
425.01,425,1,78.098877,-13.605635,0.246,0.042,-4.76,3.60364,0.00032,3.728,0.47,6281.32,3.09946,14.1007,0.723462,2312.7,1931.0,11.5781,0.01,631.385,11.4895,6896.7,160.0,-160.0,4.17,1.78,1.62,0.07,0,0,False,False,True,False,False,False,False,False,False
4250.01,4250,1,118.800431,-48.703146,-2.574,0.029,1.116,4.0185922,2.17e-05,4.47,0.302,6230.0,3.87041,13.9642,0.7174066,2154.02,1897.0,13.4202,0.006,1432.78,32.94,7156.0,122.0,-122.0,4.15,-999.0,1.77,0.06,0,0,False,False,False,False,True,False,False,False,False
4251.01,4251,1,138.052275,-39.657928,-5.496,0.041,3.348,0.9109508,3.3e-06,1.473,0.352,4720.0,10.6729,13.0531,0.85219,18809.1,3262.0,12.5405,0.007,1297.87,46.94,9421.0,185.2,-185.2,4.31,0.07,1.79,0.08,0,0,False,False,True,False,False,False,False,False,False
4252.01,4252,1,131.72005,-51.191017,-10.768,0.032,12.123,2.6085023,5.8e-06,1.9206019,0.0609122,10431.58924,314.3097,13.8957666,0.5974342,1947.307633,1694.253499,12.6583,0.006,631.32,7.668,7302.0,138.7,-138.7,4.49,0.08,1.2122999,0.0457688,0,0,False,False,False,False,True,False,False,False,False
4253.01,4253,1,131.969597,-50.470606,-4.211,2.919,10.659,3.4192373,6.4e-06,3.37339,0.0697028,19414.54463,440.56973,10.5468,0.7174066,506.3361054,1209.844275,12.9027,0.006,884.15,4.31375,5658.5,448.4,-448.4,4.33,-999.0,1.23434,0.06,1,0,False,False,False,False,True,False,False,False,False
4254.01,4254,1,128.927489,-53.82826,-2.955,0.035,4.388,1.1462769,3.7e-06,2.7834681,0.1174238,4058.223217,114.97667,14.1198099,0.8756648,12500.91732,2696.840243,12.5347,0.006,955.191,16.9245,6416.0,137.0,-137.0,3.9,0.09,2.11854,0.0956183,0,0,False,False,False,False,True,False,False,False,False
4255.01,4255,1,124.351447,-45.406543,-3.26,0.048,6.8,2.5057108,1.5e-05,1.962,0.404,3170.0,7.80667,12.9673,0.899836,2430.56,1956.0,12.5225,0.01,1131.58,41.115,8330.0,168.4,-168.4,4.04,0.08,2.26,0.1,0,0,False,False,True,False,False,False,False,False,False
4256.01,4256,1,141.247814,-42.799765,-7.42,0.036,8.119,1.0962372,6.5e-06,2.336,0.407,2460.0,4.23428,15.7533,1.09518,6446.8,2496.0,12.7158,0.008,1391.51,45.805,6519.0,136.7,-136.7,3.54,0.09,3.25,0.17,0,0,False,False,True,False,False,False,False,False,False
4257.01,4257,1,138.741096,-45.122969,-10.617,0.045,7.292,4.6512523,1.63e-05,2.251,0.209,3110.0,3.28362,6.22936,0.331398,432.038,1270.0,11.7159,0.006,407.374,4.4685,7192.0,142.9,-142.9,4.56,0.08,1.1,0.04,0,0,False,False,True,False,False,False,False,False,False
4258.01,4258,1,137.490377,-43.201719,-3.138,0.037,0.456,3.8505662,2.74e-05,2.499,0.331,6070.0,12.2367,16.5768,0.7174066,475.693,1301.0,13.3285,0.008,1080.66,24.895,6353.0,122.0,-122.0,3.88,-999.0,2.13,0.06,0,0,False,False,True,False,False,False,False,False,False
4259.01,4259,1,117.330048,-51.261706,-3.992,0.039,0.508,8.9612626,0.0004191,1.8325932,0.0819417,11333.93897,535.8565,17.0901716,7.186487,235.8695308,999.5113045,11.9452,0.006,390.587,3.3085,5435.5,23.7,-23.7,4.33,-999.0,1.1706899,0.0526231,1,0,False,False,False,False,True,False,False,False,False
426.01,426,1,79.102193,-15.510242,5.456,0.052,-25.589,1.3205037,1.21e-05,2.0155519,0.4714316,469.4537481,68.43551,2.1611735,2.4197206,1677.157195,1632.161735,9.59689,0.006,113.59,0.425,5731.0,123.9,-123.9,4.46,0.07,0.98926,0.046402,0,0,False,False,False,False,True,False,False,False,False
4260.01,4260,1,138.420407,-43.180476,-18.41,1.047,13.045,5.4588359,2.74e-05,4.555,0.458,3290.0,2.19302,8.59319,0.373715,809.823,1486.0,12.1899,0.006,764.85,4.31375,6349.0,111.4,-111.4,4.33,-999.0,1.41,0.05,1,0,False,False,False,False,True,False,False,False,False
4261.01,4261,1,137.285031,-46.184649,-2.682,2.915,2.327,1.5040804,0.0002519,2.955,0.322,6130.0,9.92064,10.5468,0.7174066,558.567,1354.0,13.7682,0.006,365.00800000000004,4.31375,3810.2,529.9,-529.9,4.33,-999.0,1.23434,0.06,1,0,False,False,True,False,False,False,False,False,False
4262.01,4262,1,126.335415,-47.043046,-18.522,0.055,19.434,5.9977892,1.15e-05,4.4957853,0.0705216,7349.089226,101.4167,11.3637133,0.5200099,547.2130805,1233.555992,11.1882,0.006,337.209,3.4695,6613.0,131.6,-131.6,4.36,0.09,1.2860301,0.0554572,0,0,False,False,False,False,True,False,False,False,False
4263.01,4263,1,148.08664,-34.95789,-6.708,0.04,3.585,0.8334976,0.000133,1.452144,0.1794195,3841.483497,410.57492,9.0185699,1.2160513,7232.861866,2352.054022,13.5379,0.006,1001.77,25.359,6071.0,122.0,-122.0,4.2,-999.0,1.3925,0.06,0,0,False,False,True,False,False,False,False,False,False
4264.01,4264,1,150.080535,-39.65956,-7.0,3.5,-0.6,3.1580472,0.0001701,2.6816352,0.107527,7782.082145,251.45578,8.3204,0.44621,562.9431543,1242.326889,11.8471,0.006,365.00800000000004,4.31375,7606.3,128.2,-128.2,4.33,-999.0,1.01,0.03,1,0,False,False,False,False,True,False,False,False,False
4265.01,4265,1,128.701521,-56.331828,-12.294,0.043,14.66,3.7353995,0.000728,1.836,0.42,2360.0,12.7074,8.61993,0.724542,230.421,1085.0,12.1162,0.006,538.114,6.523,5895.0,127.7,-127.7,4.1,0.08,1.53,0.07,0,0,False,False,True,False,False,False,False,False,False
4266.01,4266,1,145.77866,-58.510776,-10.956,0.145,7.607,0.8118585,3.1e-06,1.102,0.187,6450.0,16.3777,16.3456,0.99731,832.714,1496.0,13.453,0.016,1039.14,82.6905,5051.7,73.6,-73.6,4.33,-999.0,1.97,0.06,1,0,False,False,False,False,True,False,False,False,False
4267.01,4267,1,166.070243,-49.821498,-6.707,0.026,2.203,1.2125595,4.2e-06,1.344,0.215,5110.0,10.6361,11.1279,0.7174066,1780.99,1809.0,13.079,0.006,963.819,16.6865,6719.0,122.0,-122.0,4.25,-999.0,1.48,0.06,0,0,False,False,False,False,False,False,False,False,False
4268.01,4268,1,119.311724,-56.962926,-22.247,3.449,6.065,0.8133123,4.3e-06,1.079,0.215,310.0,1.49887,4.37963,0.7174066,6736.59,1183.0137325,11.0418,0.006,433.157,4.31375,8265.0,-999.0,-999.0,4.33,-999.0,2.12,0.06,1,0,False,False,True,False,False,False,False,False,False
4269.01,4269,1,165.858908,-44.268776,-11.187,1.139,13.301,4.5766182,2.11e-05,4.912,0.235,3770.0,1.58235,10.5468,0.7174066,881.978,1527.0,12.4946,0.007,575.478,4.31375,5816.5,554.7,-554.7,4.33,-999.0,1.23434,0.06,1,0,False,False,False,False,True,False,False,False,False
427.01,427,1,64.657083,-17.419833,5.773,0.038,4.441,0.6090253,2e-07,1.099,0.037,6100.0,1691.57,15.1945,4.672,8004.34,2635.0,10.361,0.006,151.054,0.634,5271.7,43.7,-43.7,4.34,0.36,1.02,0.05,0,0,False,False,False,False,False,False,False,False,False
4270.01,4270,1,168.563889,-37.910133,-0.632,0.026,0.544,3.4671474,0.0008057,2.405,0.261,4770.0,6.84251,11.6401,0.737909,391.83,1239.0,12.5695,0.006,683.062,10.8785,5886.0,135.1,-135.1,4.07,0.08,1.58,0.08,0,0,True,False,False,False,False,False,False,False,False
4271.01,4271,1,160.896457,-47.256331,4.5,2.6,3.5,4.5016988,8.8e-06,4.716,0.128,4360.0,0.610377,10.5468,0.7174066,820.448,1491.0,11.693,0.018,460.819,4.31375,5829.0,81.6,-81.6,4.33,-999.0,1.23434,0.06,1,0,False,False,False,False,True,False,False,False,False
4272.01,4272,1,159.97958,-43.770389,-13.113,0.029,9.012,2.7302636,6.7e-06,2.645,0.166,9410.0,3.00537,13.7961,0.711839,945.722,1544.0,12.8441,0.006,770.937,11.6375,6307.0,130.7,-130.7,4.25,0.09,1.39,0.07,0,0,False,False,False,False,True,False,False,False,False
4273.01,4273,1,149.751407,-48.198662,-8.729,0.029,4.391,2.9346956,1.14e-05,3.447,0.159,11160.0,5.66214,23.898,0.7174066,1718.88,1793.0,13.3012,0.007,1370.72,35.805,6728.0,122.0,-122.0,3.9,-999.0,2.23,0.06,0,0,False,False,False,False,True,False,False,False,False
4274.01,4274,1,173.718159,-63.445819,-7.336,0.024,-0.125,0.4459299,1e-06,1.266,0.242,14630.0,24.3019,20.4459,0.7174066,44946.6,4056.0,13.3992,0.009,1321.29,26.785,8878.0,123.0,-123.0,4.33,-999.0,1.7,0.06,0,0,False,False,False,False,True,False,False,False,False
4275.01,4275,1,147.713157,-62.203109,-4.721,1.173,-0.982,0.7617828,4.63e-05,2.0029797,0.1367616,3487.635383,255.65079,10.5468,0.7174066,3748.991489,1995.714272,12.2951,0.007,689.348,4.31375,6132.7,440.6,-440.6,4.33,-999.0,1.23434,0.06,1,0,False,False,True,False,False,False,False,False,False
4276.01,4276,1,299.975106,-73.875934,-1.71,4.142,-89.061,11.851162,0.0001708,3.1401245,0.3784231,5066.601232,323.19342,10.5468,0.7174066,96.5152588,799.4084682,12.0846,0.006,365.00800000000004,4.31375,4983.0,161.0,-161.0,4.33,-999.0,1.23434,0.06,1,0,False,False,False,False,True,False,False,False,False
4277.01,4277,1,295.351296,-76.219867,6.436,0.025,-16.652,3.2738129,1.8e-05,3.306,0.174,13200.0,6.06985,14.6729,0.7174066,786.258,1475.0,13.2152,0.006,748.416,10.6145,5976.0,123.0,-123.0,4.27,-999.0,1.27,0.06,0,0,False,False,False,False,True,False,False,False,False
4278.01,4278,1,302.868371,-64.346282,-7.35,0.027,-3.78,1.7519943,1.16e-05,1.624,0.233,4360.0,6.94619,9.23623,0.7174066,559.892,1355.0,13.0236,0.006,688.773,9.8765,5483.0,124.0,-124.0,4.14,-999.0,1.39,0.06,0,0,False,False,False,False,True,False,False,False,False
4279.01,4279,1,235.165334,-81.203316,-7.455,0.037,-11.535,2.0976705,5.9e-06,3.3618036,0.132646,2503.685688,73.54898,14.488932,1.0896343,7780.085269,2395.332675,11.2851,0.006,628.105,9.0045,5914.8,124.6,-124.6,3.59,0.08,2.7729599,0.144362,0,0,False,False,True,False,False,False,False,False,False
428.01,428,1,71.809927,-17.248613,-85.471,0.047,-66.476,0.6333315,1.5e-06,0.404,0.149,320.0,4.88666,6.24344,0.649832,451.285,1284.0,7.82829,0.006,121.888,0.663,5713.0,70.2,-70.2,3.67,0.27,2.35,0.12,0,0,False,False,False,False,False,False,False,False,False
4280.01,4280,1,304.700911,-58.687351,1.02,0.034,0.71,3.518972,1.83e-05,3.21,0.206,13820.0,6.3391,13.7987,0.7174066,650.74,1407.0,13.1296,0.006,709.048,11.0565,5972.0,122.0,-122.0,4.35,-999.0,1.16,0.06,0,0,False,False,False,False,True,False,False,False,False
4281.01,4281,1,249.368745,-80.974073,-1.574,0.051,-3.469,5.7626055,3.38e-05,3.963,0.723,7420.0,63.8943,10.5468,0.7174066,281.843,1141.0,13.1335,0.006,365.00800000000004,4.31375,5558.7,688.5,-688.5,4.33,-999.0,1.23434,0.06,1,0,False,False,True,False,False,False,False,False,False
4282.01,4282,1,301.999038,-70.615591,18.25,0.03,-10.596,13.5098037,3.65e-05,2.695,0.167,24500.0,32.4456,16.3981,0.979644,47.2072,730.0,12.0797,0.006,334.396,2.436,5780.0,130.5,-130.5,4.51,0.08,0.94,0.04,0,0,False,False,False,False,True,False,False,False,False
4283.01,4283,1,276.828678,-77.131653,1.843,0.035,-16.178,3.0131053,1.4e-06,2.207,0.095,13660.0,0.791153,17.061,0.719195,1049.56,1585.0,11.227,0.006,417.879,3.8625,6838.0,131.8,-131.8,4.32,0.09,1.4,0.06,0,0,False,False,False,False,True,False,False,False,False
4284.01,4284,1,345.719245,-80.13947,0.179,0.023,2.963,3.5008785,2.12e-05,4.9601804,0.212951,6338.298203,221.1966,14.5866828,0.7614083,1774.627038,1655.375499,13.0528,0.006,1038.06,13.52,5759.0,5691.5,-5691.5,4.3,-999.0,1.8056901,0.06,0,0,False,False,False,False,True,False,False,False,False
4285.01,4285,1,250.890747,-75.988414,3.496,0.021,-5.0,1.1703152,3.2e-06,1.319,0.313,5380.0,15.2964,9.82528,0.682327,2357.73,1941.0,12.9526,0.006,746.443,8.882,6328.0,128.8,-128.8,4.36,0.08,1.23,0.05,0,0,False,False,False,False,False,False,False,False,False
4286.01,4286,1,107.523368,-55.856558,4.721,0.038,-3.08,1.0268508,5.61e-05,2.172,0.551,1430.0,7.96037,3.2806,0.7174066,2280.33,1925.0,13.5159,0.006,415.392,3.489,4938.0,122.0,-122.0,4.49,-999.0,0.85,0.06,0,0,False,False,False,False,True,False,False,False,False
4287.01,4287,1,234.853397,-85.473742,-2.174,0.033,-1.595,4.2337624,1.53e-05,2.413,0.183,5740.0,3.7758,14.6498,0.773758,360.852,1214.0,12.5483,0.006,939.295,17.87,6387.0,129.7,-129.7,4.0,0.09,1.86,0.08,0,0,False,False,False,False,True,False,False,False,False
4288.01,4288,1,100.198832,-56.546373,22.333,0.048,27.087,6.0597,9.4e-06,1.242,0.167,8270.0,6.05315,8.06637,0.7174066,21.9969,603.0,13.1853,0.006,372.21,2.6775,5036.0,122.0,-122.0,4.54,-999.0,0.82,0.06,0,0,False,False,False,False,True,False,False,False,False
4289.01,4289,1,121.188359,-82.065763,4.124,0.042,0.125,2.9757428,4.1e-06,4.43,0.074,6820.0,0.330728,18.7018,0.915001,1810.83,1817.0,12.0021,0.006,610.604,9.2515,6025.0,134.3,-134.3,3.81,0.08,2.18,0.11,0,0,False,False,False,False,True,False,False,False,False
429.01,429,1,72.977308,-53.829626,49.861,0.044,223.713,4.09008295,2.44e-05,9.528,0.539,7525.67,2.41013,9.33426,0.365245,229.346,958.0,10.1672,0.006,120.218,0.3105,5216.0,125.5,-125.5,4.43,0.08,0.98,0.03,0,0,False,False,False,False,True,False,False,False,False
4290.01,4290,1,109.815227,-80.473777,-4.659,0.036,-9.221,1.1771655,4.9e-06,1.048,0.223,1050.0,3.31018,2.93951,0.22735,695.522,1430.0,12.1412,0.006,228.13,0.9375,5313.0,126.0,-126.0,4.59,0.08,0.8,0.04,0,0,False,False,False,False,True,False,False,False,False
