koi_disposition,koi_period,koi_prad,koi_sma,koi_teq,koi_impact,koi_duration,koi_depth,koi_slogg,koi_srad,koi_kepmag,koi_smass,planet_star_radius_ratio,transit_depth,koi_max_sngle_ev,koi_max_mult_ev,kepoi_name,kepler_name,koi_dor,koi_parm_prov,koi_ror,koi_srho,koi_fittype,koi_datalink_dvr,koi_period_err1,koi_period_err2,koi_depth_err1,koi_depth_err2,koi_ror_err1,koi_ror_err2,koi_num_transits,detection_confidence,period_precision,depth_precision,is_grazing_transit,planets_in_system,is_multi_planet_system,physical_realism_score,detection_quality_score
FALSE POSITIVE,3.225987,0.1,0.001,100.0,-999.0,1.67,-999.0,3.0,0.1,13.43,-999.0,0.009165903,84.01377489853236,35.93286,7.376212,K06378.01,UNVETTED,-999.0,q1_q17_dr24_koi,-999.0,-999.0,none,004/004042/004042088/dv/kplr004042088-20141002224145_dvr.pdf,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,415.0,21.654536,0.003229216216216216,-1.0,0,1.0,0,1.0,6.247230620261263
FALSE POSITIVE,76.453156,22.89,0.2889,291.0,1.26,5.1822,9660.0,4.713,0.54,15.312,0.548,0.38853243,150957.45468797436,56.25497,165.07071,K06379.01,UNVETTED,65.6,q1_q17_dr25_koi,0.388134,0.9129,LS+MCMC,004/004055/004055092/dv/kplr004055092-20160209194854_dvr.pdf,7.98e-05,-7.98e-05,75.8,-75.8,0.554,-0.166,19.0,110.66283999999999,958059.5989974939,127.44063324538259,1,1.0,0,3.0,4.587907353503077
FALSE POSITIVE,7.698431,42.72,0.0738,878.0,1.149,5.43677,42500.0,4.508,0.876,15.451,0.903,0.44699472,199804.2742642222,215.77641,1558.1451,K06380.01,UNVETTED,9.5878,q1_q17_dr25_koi,0.446583,0.28133,LS+MCMC,004/004067/004067549/dv/kplr004067549-20160209194854_dvr.pdf,1.21e-06,-1.21e-06,50.3,-50.3,0.031,-0.0376,140.0,886.960755,6362339.6694214875,844.9304174950298,1,1.0,0,1.0,14.492411151118144
FALSE POSITIVE,0.5042967,50.0,0.012,2694.0,1.2942,1.4145,6000.0,4.243,1.187,13.318,0.899,0.38609532,149069.59432487935,56.74264,443.6691,K06381.01,UNVETTED,1.9097,q1_q17_dr24_koi,0.388885,0.5181,MCMC,004/004069/004069063/dv/kplr004069063-20141002224145_dvr.pdf,1.36e-07,-1.36e-07,49.7,-49.7,0.0315,-0.279,2113.0,250.20587,3708063.9705882357,120.72434607645874,1,1.0,0,0.0,10.63857176942178
FALSE POSITIVE,5.194257,41.77,0.0632,1546.0,0.378,7.25775,38900.0,3.895,2.086,12.739,1.244,0.18353775,33686.10834745071,656.8063,5434.5547,K06382.01,UNVETTED,6.177,q1_q17_dr25_koi,0.183373,0.16525,LS+MCMC,004/004069/004069213/dv/kplr004069213-20160209194854_dvr.pdf,4.16e-07,-4.16e-07,19.9,-19.9,0.000248,-0.000211,209.0,3045.6805,12486194.711538462,1954.7738693467338,0,1.0,0,1.0,36.49478800864899
FALSE POSITIVE,61.422527,41.01,0.2663,326.0,0.574,3.76585,338000.0,4.687,0.613,14.951,0.665,0.6132034,376018.39241988346,1516.3062,4319.8896,K06383.01,UNVETTED,187.81,q1_q17_dr25_koi,0.612716,33.21626,LS+MCMC,004/004075/004075064/dv/kplr004075064-20160209194854_dvr.pdf,7.32e-06,-7.32e-06,360.0,-360.0,0.00667,-0.00893,0.0,2918.0979,8391055.601092895,938.8888888888889,0,1.0,0,3.0,29.86555516649678
CANDIDATE,566.28174,2.79,1.2853,203.0,0.2065,20.39,1200.0,4.575,0.802,15.992,0.879,0.03188637,1016.7406066934687,7.022845,8.598857,K06384.01,UNVETTED,214.5,q1_q17_dr24_koi,0.031803,0.5824,MCMC,004/004076/004076061/dv/kplr004076061-20141002224145_dvr.pdf,0.0347,-0.0347,152.0,-152.0,0.0024,-0.00217,3.0,7.810851,16319.358501440922,7.894736842105263,0,1.0,0,3.0,1.682948844695554
FALSE POSITIVE,9.761172,50.0,0.0949,1325.0,0.343,11.4007,206000.0,3.893,2.048,13.773,1.196,0.22377692,50076.1120906665,1811.26,13503.378,K06385.01,UNVETTED,9.10474,q1_q17_dr25_koi,0.427376,0.14985,LS+MCMC,004/004076/004076952/dv/kplr004076952-20160209194854_dvr.pdf,9.23e-07,-9.23e-07,81.0,-81.0,0.000134,-0.000129,223.0,7657.319,10575484.29035753,2543.2098765432097,0,1.0,0,1.0,82.67571152978658
FALSE POSITIVE,1.3651384,0.1,0.001,100.0,-999.0,1.86,-999.0,3.0,0.1,13.911,-999.0,0.009165903,84.01377489853236,4.2197404,8.693157,K06503.02,UNVETTED,-999.0,q1_q17_dr24_koi,-999.0,-999.0,none,005/005036/005036530/dv/kplr005036530-20141002224145_dvr.pdf,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,478.0,6.456448699999999,0.0013665049049049049,-1.0,0,1.0,0,1.0,6.236265084410915
FALSE POSITIVE,1.0610085,32.58,0.0158,1002.0,0.477,2.8029,409000.0,4.793,0.454,13.349,0.466,0.65776455,432654.2289497494,1848.1162,20016.305,K06504.01,UNVETTED,4.707,q1_q17_dr25_koi,0.657162,1.75206,LS+MCMC,005/005036/005036538/dv/kplr005036538-20160209194854_dvr.pdf,8.3e-08,-8.3e-08,220.0,-220.0,0.00437,-0.00794,1266.0,10932.2106,12783234.939759037,1859.090909090909,0,1.0,0,1.0,117.15738865825267
FALSE POSITIVE,1.3684016,0.1,0.001,100.0,-999.0,4.58,-999.0,3.0,0.1,12.103,-999.0,0.009165903,84.01377489853236,6.107134,12.740726,K06505.01,UNVETTED,-999.0,q1_q17_dr24_koi,-999.0,-999.0,none,005/005038/005038469/dv/kplr005038469-20141002224145_dvr.pdf,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,983.0,9.42393,0.0013697713713713715,-1.0,0,1.0,0,1.0,6.985865197052253
FALSE POSITIVE,5.895707,32.41,0.0642,1002.0,1.3087,56.84,130.0,4.504,0.934,14.087,1.017,0.3180588,101161.39473448346,4.8603077,8.377711,K06506.01,UNVETTED,1.3159,q1_q17_dr24_koi,0.317724,0.00124,MCMC,005/005039/005039687/dv/kplr005039687-20141002224145_dvr.pdf,0.000258,-0.000258,9.3,-9.3,0.0265,-0.0813,235.0,6.61900935,22851.577519379847,13.978494623655912,1,1.0,0,1.0,5.800683446588266
FALSE POSITIVE,1.6747378,0.1,0.001,100.0,-999.0,5.67,-999.0,3.0,0.1,11.48,-999.0,0.009165903,84.01377489853236,4.4060583,13.514008,K06507.01,UNVETTED,-999.0,q1_q17_dr25_koi,-999.0,0.38524,none,005/005042/005042785/dv/kplr005042785-20160209194854_dvr.pdf,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,826.0,8.960033150000001,0.001676414214214214,-1.0,0,1.0,0,1.0,6.807405026523691
FALSE POSITIVE,1.0393707,12.6,0.0229,3000.0,0.976,1.0713,744.0,3.615,3.137,13.028,1.479,0.03681555,1355.3846150530508,5.1739464,44.47429,K06508.01,UNVETTED,2.7706,q1_q17_dr25_koi,0.036768,0.37244,LS+MCMC,005/005078/005078879/dv/kplr005078879-20160209194854_dvr.pdf,2.23e-07,-2.23e-07,2.7,-2.7,0.0437,-0.0038,993.0,24.8241182,4660855.156950673,275.55555555555554,1,1.0,0,1.0,7.712219561159712
FALSE POSITIVE,2.3116941,1.76,0.0461,3000.0,0.628,8.689,38.4,3.97,2.679,13.234,2.441,0.006021646,36.26021770332563,4.020757,9.385214,K06509.01,UNVETTED,1.778,q1_q17_dr25_koi,0.006,0.01989,LS+MCMC,005/005080/005080346/dv/kplr005080346-20160209194854_dvr.pdf,5.54e-05,-5.54e-05,2.8,-2.8,3.5e-05,-0.000499,454.0,6.7029855,41727.33032490975,13.714285714285715,0,1.0,0,3.0,6.456209157868383
FALSE POSITIVE,2.072178,46.55,0.0294,1204.0,0.641,4.54864,294000.0,4.621,0.718,15.08,0.811,0.59425175,353135.1767562073,1352.9249,12307.685,K06510.01,UNVETTED,5.1884,q1_q17_dr25_koi,0.593703,0.61531,LS+MCMC,005/005080/005080652/dv/kplr005080652-20160209194854_dvr.pdf,3.94e-07,-3.94e-07,587.0,-587.0,0.00662,-0.00829,0.0,6830.30495,5259335.025380711,500.85178875638843,0,1.0,0,1.0,68.92487998345783
FALSE POSITIVE,3.3432853,50.0,0.0504,2094.0,1.21,27.29,167.0,3.773,2.652,13.276,1.519,0.17281114,29863.68995060089,4.5873647,11.254124,K06634.01,UNVETTED,1.218,q1_q17_dr25_koi,0.221012,0.00306,LS+MCMC,005/005894/005894972/dv/kplr005894972-20160209194854_dvr.pdf,4.38e-05,-4.38e-05,7.0,-7.0,0.0109,-0.121,412.0,7.92074435,76330.71461187214,23.857142857142858,1,1.0,0,1.0,6.423969551476954
CANDIDATE,0.5274012,1.49,0.0097,1027.0,0.4309,4.807,1320.0,4.847,0.41,14.353,0.431,0.03331023,1109.571574373776,35.07854,13.503964,K06635.01,UNVETTED,0.981,q1_q17_dr24_koi,0.033391,0.06427,MCMC,005/005951/005951140/dv/kplr005951140-20141002224145_dvr.pdf,1.02e-05,-1.02e-05,433.0,-433.0,0.00122,-0.00346,2539.0,24.291252,51706.0,3.048498845265589,0,1.0,0,2.0,8.222666495704457
FALSE POSITIVE,0.9056783,0.78,0.0181,1901.0,0.357,1.249,70.4,4.501,0.909,14.92,0.957,0.007865131,61.86028802340499,3.9133687,8.966737,K06636.01,UNVETTED,5.26,q1_q17_dr25_koi,0.007834,3.35971,LS+MCMC,005/005952/005952309/dv/kplr005952309-20160209194854_dvr.pdf,4.7e-06,-4.7e-06,8.1,-8.1,0.000434,-0.00066,1476.0,6.44005285,192697.51063829788,8.69135802469136,0,1.0,0,2.0,7.589292267342377
FALSE POSITIVE,0.9056729,0.76,0.0164,1468.0,0.033,1.0,110.0,4.552,0.741,15.283,0.715,0.009400926,88.37740949221028,3.2417648,9.963305,K06637.01,UNVETTED,7.0,q1_q17_dr25_koi,0.009434,7.9175,LS+MCMC,005/005952/005952457/dv/kplr005952457-20160209194854_dvr.pdf,3.91e-06,-3.91e-06,12.4,-12.4,0.00067,-0.000706,1475.0,6.6025349,231629.89769820974,8.870967741935484,0,1.0,0,2.0,7.592076143907142
FALSE POSITIVE,0.7900464,50.0,0.0186,2541.0,0.65,4.9939,149000.0,4.321,1.342,14.838,1.374,0.3415016,116623.3401924363,449.4914,2790.9436,K06639.01,UNVETTED,1.789,q1_q17_dr25_koi,0.388484,0.1735,LS+MCMC,005/005962/005962514/dv/kplr005962514-20160209194854_dvr.pdf,4.94e-06,-4.94e-06,1310.0,-1310.0,0.941,-0.0186,227.0,1620.2175,159928.42105263157,113.74045801526718,0,1.0,0,0.0,22.105787898047648
FALSE POSITIVE,1.8045919,50.0,0.0314,1923.0,0.879,3.85009,137000.0,4.178,1.515,13.877,1.261,0.30250505,91509.30180977068,624.3064,7476.891,K06640.01,UNVETTED,4.4461,q1_q17_dr25_koi,0.488817,0.51056,LS+MCMC,005/005962/005962716/dv/kplr005962716-20160209194854_dvr.pdf,1.21e-07,-1.21e-07,49.9,-49.9,0.0217,-0.0136,746.0,4050.5987,14913982.644628096,2745.490981963928,0,1.0,0,1.0,47.812927663064336
CANDIDATE,1.4009037,1.16,0.0248,1764.0,0.196,0.883,137.0,4.474,0.975,15.514,1.033,0.010905074,118.92064221271814,3.4927387,7.864724,K06641.01,UNVETTED,12.03,q1_q17_dr25_koi,0.0109,16.78877,LS+MCMC,005/005966/005966732/dv/kplr005966732-20160209194854_dvr.pdf,8.37e-06,-8.37e-06,19.2,-19.2,0.000809,-0.000993,807.0,5.67873135,167372.00716845877,7.135416666666667,0,1.0,0,3.0,6.96097206785828
FALSE POSITIVE,1.1407353,0.68,0.0252,3000.0,0.768,2.394,13.5,4.2,1.685,12.5,1.643,0.0036989993,13.682596311698218,4.521912,16.560652,K06642.01,UNVETTED,2.5,q1_q17_dr25_koi,0.003675,0.22759,LS+MCMC,005/005977/005977541/dv/kplr005977541-20160209194854_dvr.pdf,2.45e-05,-2.45e-05,2.1,-2.1,0.00101,-0.000406,1178.0,10.541282,46560.62448979592,6.428571428571428,0,1.0,0,3.0,7.3783680774899825
FALSE POSITIVE,3.3197668,0.7,0.0418,1276.0,0.713,4.523,48.0,4.438,0.94,14.644,0.883,0.0068256725,46.58980273911369,6.723026,7.962308,K06643.01,UNVETTED,4.07,q1_q17_dr24_koi,0.006797,0.11573,MCMC,005/005977/005977804/dv/kplr005977804-20141002224145_dvr.pdf,5.4e-05,-5.4e-05,10.0,-10.0,0.000919,-0.000521,404.0,7.3426670000000005,61477.16296296297,4.8,0,1.0,0,3.0,6.253099528861776
FALSE POSITIVE,0.5288082,1.84,0.0141,3000.0,0.432,2.2865,57.7,3.815,2.368,13.274,1.337,0.0071221543,50.72508094563052,3.4326677,13.154512,K06770.01,UNVETTED,1.751,q1_q17_dr25_koi,0.007109,0.36303,LS+MCMC,006/006792/006792124/dv/kplr006792124-20160209194854_dvr.pdf,1.91e-06,-1.91e-06,1.9,-1.9,0.000143,-0.000293,2535.0,8.29358985,276862.9319371728,30.368421052631582,0,1.0,0,2.0,8.265859382847006
FALSE POSITIVE,0.70060647,1.22,0.0171,3000.0,0.37,0.993,23.5,3.795,2.449,12.609,1.366,0.0045661093,20.849353359614216,3.6786778,7.7939034,K06771.01,UNVETTED,5.08,q1_q17_dr25_koi,0.004549,5.04418,LS+MCMC,006/006804/006804648/dv/kplr006804648-20160209194854_dvr.pdf,3.64e-06,-3.64e-06,4.1,-4.1,0.00182,-0.000653,1909.0,5.7362906,192474.30494505496,5.731707317073171,0,1.0,0,2.0,7.80290430694196
FALSE POSITIVE,9.469192,49.17,0.1131,1679.0,0.627,9.55999,63500.0,4.244,1.832,13.292,2.144,0.24600843,60520.14734990285,591.8834,4749.86,K06772.01,UNVETTED,8.1952,q1_q17_dr25_koi,0.245783,0.11612,LS+MCMC,006/006806/006806632/dv/kplr006806632-20160209194854_dvr.pdf,5.89e-07,-5.89e-07,18.3,-18.3,8.6e-05,-2e-05,145.0,2670.8716999999997,16076726.655348048,3469.9453551912566,0,1.0,0,1.0,32.38319909963985
FALSE POSITIVE,15.537534,40.9,0.1142,694.0,0.425,5.8262,209000.0,4.476,0.868,14.875,0.822,0.43189564,186533.854493637,1550.5677,7646.191,K06773.01,UNVETTED,27.8662,q1_q17_dr25_koi,0.431542,1.69562,LS+MCMC,006/006841/006841577/dv/kplr006841577-20160209194854_dvr.pdf,9.1e-07,-9.1e-07,106.0,-106.0,0.00032,-9.6e-05,67.0,4598.37935,17074213.186813187,1971.698113207547,0,1.0,0,2.0,50.89417668310763
CANDIDATE,17.381622,26.55,0.13,756.0,0.666,2.73456,59100.0,4.407,1.02,15.567,0.969,0.23858306,56921.87616341091,254.17595,1371.7667,K06774.01,UNVETTED,50.704,q1_q17_dr25_koi,0.238323,8.16226,LS+MCMC,006/006842/006842345/dv/kplr006842345-20160209194854_dvr.pdf,1.26e-06,-1.26e-06,72.4,-72.4,0.000949,-0.000524,52.0,812.971325,13794938.095238095,816.2983425414365,0,1.0,0,2.0,12.770605583207287
FALSE POSITIVE,2.1720428,50.0,0.0373,2169.0,0.881,8.0331,154000.0,4.105,1.775,13.908,1.461,0.25819445,66664.37206786938,184.71844,1806.0754,K06775.01,UNVETTED,2.8033,q1_q17_dr25_koi,0.519997,0.08833,LS+MCMC,006/006852/006852488/dv/kplr006852488-20160209194854_dvr.pdf,8.79e-07,-8.79e-07,320.0,-320.0,0.0126,-0.0126,623.0,995.3969199999999,2471038.452787258,481.25,0,1.0,0,1.0,17.007965833548013
CANDIDATE,28.655499,1.45,0.1941,658.0,0.079,8.58,174.0,4.429,1.1,15.426,1.188,0.012082326,145.98261299517708,3.4237978,7.665303,K06776.01,UNVETTED,25.74,q1_q17_dr25_koi,0.01209,0.39302,LS+MCMC,006/006853/006853172/dv/kplr006853172-20160209194854_dvr.pdf,0.00106,-0.00106,22.0,-22.0,0.000923,-0.000815,48.0,5.5445504,27033.48962264151,7.909090909090909,0,1.0,0,4.0,4.165973022697846
CANDIDATE,13.445018,1.08,0.1006,606.0,0.531,2.118,196.0,4.553,0.759,15.256,0.75,0.013042391,170.103973298283,4.20019,8.414743,K06777.01,UNVETTED,41.8,q1_q17_dr25_koi,0.013056,7.66906,LS+MCMC,006/006859/006859546/dv/kplr006859546-20160209194854_dvr.pdf,0.000126,-0.000126,29.0,-29.0,0.000508,-0.00187,104.0,6.3074665,106706.49206349206,6.758620689655173,0,1.0,0,4.0,4.921915472379318
FALSE POSITIVE,6.3521647,18.1,0.0848,2698.0,0.196,3.251,186.0,3.0,13.654,11.673,2.009,0.012150493,147.6344979547804,4.9929395,10.04428,K07887.01,UNVETTED,14.83,q1_q17_dr25_koi,0.012142,1.53049,LS+MCMC,008/008460/008460634/dv/kplr008460634-20160209194854_dvr.pdf,9.14e-05,-9.14e-05,19.9,-19.9,0.000873,-0.00079,212.0,7.51860975,69498.51969365428,9.34673366834171,0,1.0,0,1.0,5.670145351439754
FALSE POSITIVE,0.7051744,50.0,0.0097,751.0,13.5485,1.11196,375000.0,5.031,0.25,15.815,0.245,1.8331805,3360550.9959412958,214.49283,2272.7131,K06902.01,UNVETTED,27.82,q1_q17_dr24_koi,13.434557,818.96362,MCMC,007/007671/007671594/dv/kplr007671594-20141002224145_dvr.pdf,9.4e-08,-9.4e-08,1730.0,-1730.0,1.04,-3.64,1891.0,1243.602965,7501855.319148936,216.76300578034682,1,1.0,0,1.0,20.519760133810554
FALSE POSITIVE,38.05814,50.0,0.2422,736.0,0.63,8.82403,309000.0,4.25,1.419,12.178,1.317,0.3229705,104309.9450408162,4632.5156,13456.09,K06903.01,UNVETTED,48.7328,q1_q17_dr25_koi,0.607287,1.51156,LS+MCMC,007/007677/007677005/dv/kplr007677005-20160209194854_dvr.pdf,2.53e-06,-2.53e-06,86.4,-86.4,0.00244,-0.00304,0.0,9044.3028,15042743.083003953,3576.3888888888887,0,1.0,0,2.0,91.13390347793153
CANDIDATE,26.155676,1.28,0.1594,501.0,0.166,1.542,295.0,4.573,0.76,15.425,0.787,0.01543731,238.3105415404353,7.885376,7.701689,K06904.01,UNVETTED,129.9,q1_q17_dr24_koi,0.015481,60.54705,MCMC,007/007687/007687365/dv/kplr007687365-20141002224145_dvr.pdf,0.000334,-0.000334,76.3,-76.3,0.00273,-0.00232,46.0,7.7935324999999995,78310.40718562875,3.866317169069463,0,1.0,0,4.0,4.086316668999321
FALSE POSITIVE,4.8002324,48.67,0.052,941.0,0.669,3.57105,277000.0,4.59,0.756,15.431,0.812,0.5900853,348200.6682890389,1049.0278,10011.819,K06905.01,UNVETTED,14.843,q1_q17_dr25_koi,0.589555,2.68472,LS+MCMC,007/007691/007691527/dv/kplr007691527-20160209194854_dvr.pdf,5.44e-07,-5.44e-07,252.0,-252.0,0.0147,-0.0168,0.0,5530.4234,8823956.617647057,1099.2063492063492,0,1.0,0,1.0,55.995109477931514
FALSE POSITIVE,1.7433662,50.0,0.0308,2029.0,1.855,10.405,451.0,4.208,1.478,13.142,1.291,0.3100779,96148.3065320373,29.82535,10.168651,K06906.01,UNVETTED,1.8859,q1_q17_dr24_koi,0.870432,0.04175,MCMC,007/007695/007695445/dv/kplr007695445-20141002224145_dvr.pdf,2.79e-05,-2.79e-05,28.7,-28.7,0.00276,-0.617,766.0,19.9970005,62486.243727598565,15.714285714285715,1,1.0,0,1.0,7.1240831849415
CANDIDATE,4.6068773,1.14,0.0482,865.0,0.341,2.295,259.0,4.582,0.711,15.93,0.704,0.014696384,215.9837115730754,3.1743293,8.232247,K06907.01,UNVETTED,14.67,q1_q17_dr25_koi,0.01465,2.81432,LS+MCMC,007/007700/007700500/dv/kplr007700500-20160209194854_dvr.pdf,8.51e-05,-8.51e-05,43.7,-43.7,0.00117,-0.00181,251.0,5.70328815,54134.86839012926,5.926773455377574,0,1.0,0,3.0,5.780001380404036
FALSE POSITIVE,1.5071006,50.0,0.0288,2378.0,0.336,5.8097,498000.0,4.099,1.748,14.15,1.406,0.26218256,68739.70292505948,197.36736,890.72577,K06908.01,UNVETTED,3.43628,q1_q17_dr25_koi,0.687126,0.33794,LS+MCMC,007/007700/007700578/dv/kplr007700578-20160209194854_dvr.pdf,4.3e-06,-4.3e-06,946.0,-946.0,0.00358,-0.0052,0.0,544.046565,350488.51162790693,526.4270613107823,0,1.0,0,1.0,6.067266708339309
FALSE POSITIVE,0.7583557,8.78,0.0155,1765.0,0.846,4.4135,9570.0,4.586,0.783,15.617,0.875,0.10277986,10563.698720557735,105.1636,604.4801,K06909.01,UNVETTED,1.3286,q1_q17_dr25_koi,0.102661,0.07714,LS+MCMC,007/007707/007707736/dv/kplr007707736-20160209194854_dvr.pdf,5.54e-07,-5.54e-07,76.1,-76.1,0.000627,-0.000697,881.0,354.82185,1368873.1046931406,125.75558475689883,0,1.0,0,0.0,10.814636626276695
FALSE POSITIVE,0.7725861,0.1,0.001,100.0,-999.0,2.7,-999.0,3.0,0.1,15.214,-999.0,0.009165903,84.01377489853236,26.007006,10.023202,K06910.01,UNVETTED,-999.0,q1_q17_dr24_koi,-999.0,-999.0,none,007/007733/007733540/dv/kplr007733540-20141002224145_dvr.pdf,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1725.0,18.015104,0.0007733594594594596,-1.0,0,1.0,0,0.0,7.633712911643373
FALSE POSITIVE,0.8988375,50.0,0.0168,1615.0,0.496,3.5342,400000.0,4.518,0.807,15.3,0.783,0.5678998,322510.1877259404,1011.38324,11471.744,K07034.01,UNVETTED,3.2315,q1_q17_dr25_koi,0.648402,0.79017,LS+MCMC,008/008411/008411947/dv/kplr008411947-20160209194854_dvr.pdf,1.99e-07,-1.99e-07,996.0,-996.0,0.0144,-0.0187,700.0,6241.56362,4516771.356783919,401.60642570281124,0,1.0,0,0.0,69.56794003439379
FALSE POSITIVE,11.931131,50.0,0.1003,831.0,1.037,5.56983,301000.0,4.449,0.959,14.378,0.942,0.47788858,228377.4887665733,2890.892,14431.752,K07035.01,UNVETTED,25.946,q1_q17_dr25_koi,0.892422,2.32121,LS+MCMC,008/008414/008414159/dv/kplr008414159-20160209194854_dvr.pdf,3.57e-07,-3.57e-07,36.2,-36.2,0.0136,-0.0194,0.0,8661.322,33420535.014005605,8314.917127071823,1,1.0,0,1.0,87.30409547793153
FALSE POSITIVE,11.93138,0.56,0.0819,415.0,0.412,3.639,122.0,4.742,0.505,14.003,0.514,0.01016417,103.31034137115871,6.97726,12.494745,K07036.01,UNVETTED,23.1,q1_q17_dr25_koi,0.01015,1.64168,LS+MCMC,008/008414/008414216/dv/kplr008414216-20160209194854_dvr.pdf,9.67e-05,-9.67e-05,9.7,-9.7,0.000398,-0.000622,114.0,9.7360025,123385.52223371252,12.577319587628867,0,1.0,0,4.0,5.10313222568724
FALSE POSITIVE,27.533804,50.0,0.1825,777.0,0.908,3.96227,48200.0,4.052,1.611,12.921,1.066,0.28447866,80928.11534539693,1040.321,5528.5713,K07037.01,UNVETTED,48.242,q1_q17_dr25_koi,0.284347,2.80161,LS+MCMC,008/008415/008415863/dv/kplr008415863-20160209194854_dvr.pdf,5.59e-07,-5.59e-07,5.0,-5.0,0.0142,-0.00323,49.0,3284.4461499999998,49255463.32737031,9640.0,1,1.0,0,2.0,37.44735998335966
FALSE POSITIVE,12.496434,50.0,0.1267,1397.0,1.17,84.32,272.0,3.805,2.73,13.054,1.733,0.16787368,28181.571904403787,10.02297,12.07556,K07038.01,UNVETTED,1.201,q1_q17_dr25_koi,0.185632,0.00021,LS+MCMC,008/008423/008423903/dv/kplr008423903-20160209194854_dvr.pdf,0.000221,-0.000221,2.5,-2.5,0.0365,-0.116,113.0,11.049265,56544.95022624435,108.8,1,1.0,0,1.0,5.316557151302039
FALSE POSITIVE,1.3525769,50.0,0.027,2866.0,0.616,5.49531,317000.0,3.831,2.406,13.106,1.43,0.19048011,36282.671895754334,2374.3699,23853.852,K07039.01,UNVETTED,3.0031,q1_q17_dr25_koi,0.612852,0.28006,LS+MCMC,008/008429/008429450/dv/kplr008429450-20160209194854_dvr.pdf,1.56e-07,-1.56e-07,255.0,-255.0,0.0074,-0.00775,0.0,13114.11095,8670364.743589744,1243.137254901961,0,1.0,0,1.0,131.8319849779315
CANDIDATE,502.20642,2.18,1.1522,212.0,0.9802,9.39,448.0,4.615,0.733,14.948,0.807,0.027260121,743.1141598428133,5.2184896,7.3458977,K07040.01,UNVETTED,125.6,q1_q17_dr24_koi,0.027256,0.14869,MCMC,008/008442/008442795/dv/kplr008442795-20141002224145_dvr.pdf,0.0474,-0.0474,85.2,-85.2,0.00485,-0.0105,3.0,6.28219365,10595.072151898734,5.258215962441314,1,1.0,0,3.0,1.6325058130668189
CANDIDATE,8.361373,0.79,0.072,793.0,0.067,3.649,105.0,4.509,0.777,15.122,0.71,0.009319258,86.84856436277542,2.9787486,7.563681,K07041.01,UNVETTED,17.64,q1_q17_dr25_koi,0.009364,1.48468,LS+MCMC,008/008443/008443812/dv/kplr008443812-20160209194854_dvr.pdf,0.000131,-0.000131,13.2,-13.2,0.000689,-0.000695,161.0,5.2712148,63827.2748091603,7.954545454545455,0,1.0,0,4.0,5.359524610770351
FALSE POSITIVE,13.254134,50.0,0.1086,990.0,1.051,4.34991,45000.0,4.111,1.436,13.876,0.97,0.31914702,101854.8298655014,558.39374,3634.8604,K07042.01,UNVETTED,20.591,q1_q17_dr25_koi,0.373137,0.9401,LS+MCMC,008/008445/008445775/dv/kplr008445775-20160209194854_dvr.pdf,7.33e-07,-7.33e-07,16.4,-16.4,0.111,-0.00787,104.0,2096.62707,18082038.199181445,2743.9024390243903,1,1.0,0,1.0,26.31110652808904
CANDIDATE,10.511378,0.72,0.0992,1052.0,0.198,4.74,29.9,4.278,1.305,12.931,1.182,0.00505705,25.573753120124007,3.8259687,7.978438,K07169.01,UNVETTED,16.7,q1_q17_dr25_koi,0.00507,0.79804,LS+MCMC,009/009397/009397900/dv/kplr009397900-20160209194854_dvr.pdf,0.000401,-0.000401,3.8,-3.8,0.000168,-0.00059,129.0,5.90220335,26212.91271820449,7.868421052631579,0,1.0,0,3.0,5.144806161018179
FALSE POSITIVE,1.9220095,48.61,0.0287,1596.0,1.312,3.101,6550.0,4.296,1.087,14.738,0.854,0.40989378,168012.9095718628,76.74022,912.41644,K07170.01,UNVETTED,2.781,q1_q17_dr25_koi,0.40951,0.11016,LS+MCMC,009/009411/009411943/dv/kplr009411943-20160209194854_dvr.pdf,6.25e-07,-6.25e-07,26.6,-26.6,0.352,-0.167,700.0,494.57833,3075215.1999999997,246.2406015037594,1,1.0,0,1.0,12.049327382800797
FALSE POSITIVE,10.186579,50.0,0.0875,793.0,0.677,10.6304,341000.0,4.448,0.916,14.846,0.859,0.5003222,250322.31131930515,2117.9968,14270.752,K07171.01,UNVETTED,11.266,q1_q17_dr25_koi,0.67432,0.26068,LS+MCMC,009/009412/009412462/dv/kplr009412462-20160209194854_dvr.pdf,5.09e-07,-5.09e-07,74.5,-74.5,0.00238,-0.00842,0.0,8194.3744,20012925.343811393,4577.181208053691,0,1.0,0,2.0,82.63461947793154
FALSE POSITIVE,32.003815,50.0,0.237,960.0,1.226,4.31197,17100.0,3.459,4.062,13.396,1.73,0.112825,12729.480184559983,196.02455,858.71075,K07172.01,UNVETTED,39.044,q1_q17_dr25_koi,0.406353,1.09929,LS+MCMC,009/009418/009418994/dv/kplr009418994-20160209194854_dvr.pdf,5.8e-06,-5.8e-06,26.3,-26.3,0.042,-0.0436,34.0,527.36765,5517899.137931035,650.1901140684411,1,1.0,0,1.0,9.47690472483684
