pl_name,hostname,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_rade,pl_masse,pl_dens,st_teff,st_logg,st_mass,st_rad,st_lum,sy_dist,sy_vmag,sy_kmag,pl_st_radius_ratio,pl_st_mass_ratio,pl_eqt,pl_escape_velocity,pl_stellar_flux,pl_hill_radius,pl_transit_probability,disposition,default_flag,tran_flag,ttv_flag,pl_controv_flag,discoverymethod
EPIC 201238110 b,EPIC 201238110,28.169600000000003,0.1805409249338348,0.1490915337546796,89.30988091271716,2.2,9.383861210045904,4.854363055940665,3679.31967213103,4.891277310924368,0.3984201680672227,0.374,0.0403932458503867,159.259,16.014,11.933,0.0539170755378228,7.074022874587066e-05,233.5734243123094,23.101684238327422,0.0986160408070947,0.0051771498004239,0.0096336926413632,CONFIRMED,0,1,0,0,Transit
EPIC 201238110.01,EPIC 201238110,7.904170000000001,0.0756241806708398,0.0631331233924022,89.21042298130071,2.06,5.908844797772145,3.5940856387165363,3679.31967213103,4.891277310924368,0.3984201680672227,0.374,0.0403932458503867,159.259,16.014,11.933,0.0504859889126886,4.454382084964839e-05,360.8950439595036,18.944444590995623,0.5620533283470165,0.0018587290497651,0.0229989371728909,CANDIDATE,1,1,0,0,Transit
EPIC 201238110.01,EPIC 201238110,7.9069606,0.0756211335196568,0.0620896426154341,89.21072063823858,3.02,6.633334933930843,1.4049338095843718,3772.0,4.745288095443335,0.5472741058287218,0.52,0.0941390514215073,159.259,16.014,11.933,0.0532327434252273,3.640434527470348e-05,436.2743701000653,16.577792055648022,1.310006914730496,0.001737749502808,0.0319784204156554,CANDIDATE,0,1,0,0,Transit
EPIC 201238163.01,EPIC 201238163,1.0829614000000003,0.0161245727694079,0.1455565765644837,85.53063951335439,1.56,5.770044773814242,7.936871880111546,3875.0,4.716955235975548,0.6005696104458244,0.56,0.167869874441997,299.406,15.657,12.282,0.0255335864868403,2.885639199218768e-05,1007.2320761455516,21.51252997057695,51.37909715325558,0.0003429218368042,0.161508973741053,CANDIDATE,1,1,0,0,Transit
EPIC 201239401.01,EPIC 201239401,0.9056550000000004,0.0139126357111238,0.0170624045520358,87.51990847204519,1.5699999999999998,5.004688958493969,7.0870847391679455,4176.0,4.696,0.603,0.576,0.170259201590399,190.075,15.731,11.735,0.0249834504532029,2.492791628097705e-05,1185.154474674924,19.97114272499076,69.99739875796222,0.0002817935108487,0.192535100869368,CANDIDATE,1,1,0,0,Transit
EPIC 201239401.01,EPIC 201239401,0.90552205,0.0138996848609368,0.0170236522258156,87.46433330542382,1.52,7.919641248391104,12.381703927377856,3710.0,4.785975986356455,0.5088441264828528,0.5,0.0310357086862975,190.075,15.731,11.735,0.0278643446379468,4.674626765694176e-05,981.441392673016,25.532606758083663,12.783268030227784,0.0003471737251646,0.1672868862325613,CANDIDATE,0,1,0,0,Transit
EPIC 201247497.01,EPIC 201247497,2.7541129000000004,0.0325857558948372,0.1224678410453991,86.20443154409277,4.870000000000001,22.052849137825056,1.030359598001073,3834.0,4.728489302172863,0.5583009844610932,0.55,0.0508845186447801,793.131,17.3749,13.748,0.0811599033413882,0.0001186376433557,694.7482941456341,23.803020389287784,3.8134688820702975,0.0011101837988936,0.0784931461542446,CANDIDATE,0,1,0,0,Transit
EPIC 201247497.01,EPIC 201247497,2.7542100000000005,0.0326023243144437,0.1230405033102654,86.1808754038349,8.400000000000002,96.74980091384086,1.179459002331121,5289.428571428572,4.46175,0.8781947591146915,0.89,0.2094213624697144,793.131,17.3749,13.748,0.086509644795518,0.000330891367655,1218.9542732298628,37.96204441481791,15.678842234809368,0.0015635194595435,0.126951632652962,CANDIDATE,1,1,0,0,Transit
EPIC 201247497.01,EPIC 201247497,2.75391,0.0325507701421444,0.1212605528511988,86.25438035774523,3.78,25.7510561133656,2.4761312814593137,3918.0,4.846,0.4956578435835448,0.436,0.0862029896454303,793.131,17.3749,13.748,0.0794658549096443,0.0001560411924373,632.4627875612474,29.195493366141733,6.47425688647237,0.0012150680562574,0.0622905360194473,CANDIDATE,0,1,0,0,Transit
EPIC 201257461.01,EPIC 201257461,50.285869,0.2566629782469447,0.1444202495775299,89.43743502411543,3.4700000000000006,9.41909636103218,1.2895804517090594,4859.0,4.577895792389287,0.7835792251598552,0.74,0.2386879827146449,829.248,11.668,9.368,0.0429806525131914,3.610376761311093e-05,363.9058858412994,18.4290979600754,0.2883329206899733,0.0058817557564115,0.0134080412512355,FALSE POSITIVE,1,1,0,0,Transit
EPIC 201257461.01,EPIC 201257461,50.277620000000006,0.2567124134863546,0.1441676022369251,89.43740943286343,30.0,491.8580269161326,0.3189155152735666,5141.0,4.120338936088303,1.0217905373064098,10.96,1.1462478021403135,829.248,11.668,9.368,0.0250891501134029,0.0014457862336712,1481.621876295066,45.292203532092834,1.3841237235471422,0.0201267883625061,0.1985457209014524,FALSE POSITIVE,0,1,0,0,Transit
EPIC 201258341.01,EPIC 201258341,10.50439,0.1008925516664174,0.0729526574992936,88.42395473435234,1.75,7.638580103761159,7.759483945198388,5387.476191058843,4.597184614030869,0.9351924428312826,0.878,0.7082013622982131,84.947,9.996,8.166,0.0182691685336017,2.453227627663937e-05,700.9886797698362,23.36961137183846,5.53641557898467,0.0020326595118763,0.0404699117284698,CANDIDATE,1,1,0,0,Transit
EPIC 201259803.01,EPIC 201259803,1.684208,0.0325816287681897,0.0776073860284547,82.65727778665072,5.510000000000001,13.051787691027677,0.4169937092543888,3721.1143343949007,4.77794185344918,0.4133981515550052,0.431,0.023680616192033,325.636,16.809,12.941,0.1171789435180479,9.482605180579208e-05,596.9434477022672,17.215648896233684,1.775160202341144,0.0010301684911051,0.0615178751271299,CANDIDATE,1,1,0,0,Transit
EPIC 201264302.01,EPIC 201264302,0.2122012999999999,0.0070963134171601,1.3877787807814457e-17,83.29663570359314,0.5189999999999999,0.34947688727012,4.138988735344316,3116.284395707354,5.08777751736619,0.1658092669285491,0.188,0.0002984344223131,71.8937,14.898,10.357,0.0253037424186282,6.330468585786558e-06,707.4692224679189,9.178881148458576,0.4715996495772682,9.102017289834232e-05,0.1232031772843933,CANDIDATE,1,1,0,0,Transit
EPIC 201264302.01,EPIC 201264302,0.2121989899999999,0.00709626610465,0.0,83.29769987393868,1.0500000000000005,1.0740804282248415,5.019890581380224,3468.0,4.891458982623655,0.3870376306707457,0.37,0.0274272311938621,71.8937,14.898,10.357,0.026011345901355,8.335080698303377e-06,1104.5183619174152,11.313264683547734,43.34233630742855,9.97606823305712e-05,0.2424759549071136,CANDIDATE,0,1,0,0,Transit
EPIC 201264302.01,EPIC 201264302,0.2121939999999999,0.0108471169201426,0.0733260517101987,83.3,0.77,0.3687889048553521,4.383183910920189,3299.0,5.106,0.1831156718437734,0.26,0.0017506801949157,71.8937,14.898,10.357,0.0271451737996192,6.048929603558424e-06,712.3931986998598,7.741190531245534,1.184045282610947,0.0001370356023982,0.1114694539481463,CANDIDATE,0,1,0,0,Transit
EPIC 201270176.01,EPIC 201270176,1.5778643,0.0207761305979925,0.0153915961160253,85.58469706876146,7.550000000000001,25.81974500563848,0.3565215280689548,4811.0,4.6064444219695,0.7943173515144053,0.73,0.3970201194060003,290.883,12.605,10.401,0.0947980362367063,9.763018170343932e-05,1257.83127635814,20.685531992577143,73.1936354171274,0.0006633136698979,0.1634011243810732,CANDIDATE,0,1,0,0,Transit
EPIC 201270176.01,EPIC 201270176,1.5777154900000006,0.0207685887523909,0.0154150134691085,85.57239270280326,3.952528555205605,23.47122490645296,2.8398477360961696,5163.0,4.25178,0.87,1.15585,1e-06,290.883,12.605,10.401,0.0313435936453621,8.102941447773676e-05,1698.858885692876,27.258036287946968,0.0001844914152745,0.0006231330728506,0.2588161291836064,CANDIDATE,1,1,0,0,Transit
